,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
106,파이썬 개발자 채용,/Recruit/GI_Read/42938934?rPageCode=SL&logpath=21,㈜상상할수없는,"['경력무관', '학력무관', '서울영등포구외', '계약직외', '', '팀원']","BigData, 빅데이터, 솔루션, 딥러닝, 인공지능, 이미지프로세싱, 데이터분석, DataMining, 소프트웨어개발, 모델링",경력무관,학력무관,서울영등포구외,계약직외,,팀원,
107,Java 개발자(4년 이상),/Recruit/GI_Read/42940721?rPageCode=SL&logpath=21,㈜아이투맥스,"['경력4년↑', '학력무관', '경기용인시', '정규직']","SM, SI개발, 솔루션, SI, CRM, ERP",경력4년↑,학력무관,경기용인시,정규직,,,
108,Account 개발 채용,/Recruit/GI_Read/42903335?rPageCode=SL&logpath=21,디어유,"['경력2년↑', '대졸↑', '서울강남구', '정규직']","서버관리, 모바일App, 클라이언트, 핀테크",경력2년↑,대졸↑,서울강남구,정규직,,,
109,"로지스올시스템즈 신입/경력사원 채용(IT시스템 개발, 전산지원)",/Recruit/GI_Read/42943267?rPageCode=SL&logpath=21,로지스올그룹,"['신입·경력1년↑', '고졸↑', '서울마포구외', '정규직외']","네트워크관리, 물류센터, 창고관리, 빅데이터, 데이터관리, SI개발, 웹표준·웹접근성, 펌웨어, 데이터레이크, Rest-API, 물류관리, GUI, 데이터분석, 전산지원, JavaScript, jquery, 물류센터, 배송, 시스템영업, CSS, 딥러닝, 데이터시각화, 서버구축, 시스템운영, 운송, 제안·컨설팅, PM, 서버관리, 인공지능, 챗봇, bootstrap, 관리회계, 기술영업, 시스템운영, 재무회계, BI, 기업회계, Android, 시스템분석, 원가회계, HTML5, 반응형웹, 앱기획, SI개발, web, 웹마스터, 자연어처리(NLP), 시스템설계, 데이터분석, 인터페이스, vuejs, PC지원, 재무회계, jsp, 데이터마이닝, 챗봇, 자재구매, 반응형웹, PO, 기술지원, 서비스기획, Java, 서버관리, 음성인식, 클라우드아키텍트, 네트워크관리, HTTP, SPRING, 데이터파이프라인, 모델링, 물류, 원가회계, 전산회계, ELK",신입·경력1년↑,고졸↑,서울마포구외,정규직외,,,
110,AccessPlatform 개발 경력직 채용,/Recruit/GI_Read/42946961?rPageCode=SL&logpath=21,SK쉴더스㈜,"['경력5년↑', '대졸↑', '경기성남시', '정규직']","SI개발, 서버구축, 시스템분석, 물리보안, SI개발, 클라이언트, SI개발, 아키텍처, 보안, 시스템설계, 출입보안",경력5년↑,대졸↑,경기성남시,정규직,,,
111,(주)디알젬 소프트웨어연구소 신입/경력사원 모집,/Recruit/GI_Read/42940827?rPageCode=SL&logpath=21,㈜디알젬,"['신입·경력3년↑', '초대졸↑', '경기광명시외', '정규직', '사원급외']","데이터관리, LeadTool, 의료영상, dcmtk, 영상처리, FPD, PACS, CARM",신입·경력3년↑,초대졸↑,경기광명시외,정규직,사원급외,,
112,한림기계(주) 경영관리본부 IT관리 및 운영,/Recruit/GI_Read/42941632?rPageCode=SL&logpath=21,한림기계㈜,"['경력무관', '초대졸↑', '경기화성시', '정규직', '3,400~4,200만원']","IT보안, ERP운영, 서버구축, 시스템운영, 기계, 기계설비, 기계조립, 사내전산관리, 서버관리, 네트워크관리",경력무관,초대졸↑,경기화성시,정규직,"3,400~4,200만원",,
113,[주식회사 고퀄] 품질관리 스페셜리스트 채용,/Recruit/GI_Read/42940446?rPageCode=SL&logpath=21,고퀄,"['경력2년↑', '대졸↑', '서울금천구', '정규직']","B2B, 인터페이스, 품질보증, 테스터, 검증, 웹마스터, B2C, 챗봇, HACCP, 전자상거래, SI개발, 쇼핑몰, 오픈마켓, ISO, 검증, 환경관리, 핀테크, 메타버스",경력2년↑,대졸↑,서울금천구,정규직,,,
114,소프트웨어 개발,/Recruit/GI_Read/42934758?rPageCode=SL&logpath=21,㈜한일진공,"['경력무관', '초대졸↑', '인천남동구', '정규직']","반도체장비, 반도체, 반도체생산, 시스템설계",경력무관,초대졸↑,인천남동구,정규직,,,
115,2023년 하반기 웹젠 신입사원 공개채용,/Recruit/GI_Read/42936180?rPageCode=SL&logpath=21,㈜웹젠,"['신입', '학력무관', '경기성남시', '정규직']","게임소프트웨어, 데이터관리, 게임마케팅, 복리후생, 시장조사, 해외마케팅, 게임디자인, 중국어, PM, 데이터분석, 영어, 게임기획, 브랜드기획, 게임개발, 자산관리, 경영기획, 일본어, 시장분석, 데이터분석",신입,학력무관,경기성남시,정규직,,,
116,"2023년도 국민체육진흥공단 일반직 7급, 8급 / 연구직 채용",/Recruit/GI_Read/42932837?rPageCode=SL&logpath=21,서울올림픽기념국민체육진흥공단,"['신입·경력', '학력무관', '서울송파구', '정규직']","관리회계, 생활체육, 전산입력, 운동처방사, 행정, 행정, 건축설계, 문서작성, 데이터시각화, 브랜드기획, 신사업기획, 건축설계, 시스템분석, 데이터분석, 공공기관, 재무회계, 사업기획, 정보보안, 기업회계, 건축CM, 경영기획, 문서작성, 통계·분석, SI개발, 결산, 보안관제, 전기설비, 데이터분석, 전략기획, 분석모델링, 공기업, 네트워크관리, 전기배선, 정보보안, 서무, 문서관리, 시스템설계, 전표입력, 통계·분석, 경영기획, 경영컨설팅, 법인결산, 스포츠센터, 자산관리, 재무기획, 회계감사, 경영기획, 문서관리, 서무, 건축감리, 건축시공, 시공관리, 전산회계",신입·경력,학력무관,서울송파구,정규직,,,
117,2023년 하반기 신규 직원 채용,/Recruit/GI_Read/42924678?rPageCode=SL&logpath=21,㈜농협정보시스템,"['신입·경력', '학력무관', '서울서초구', '정규직']","모바일앱개발, 데이터관리, SI개발, 펌웨어, 데이터레이크, SI개발, 솔루션, DBMS, 시스템설계, 데이터시각화, ETL, 서버구축, 시스템운영, 서버관리, 시스템운영, 방화벽, 시스템분석, 네트워크관리, 보안관제, 시스템분석, 시스템설계, 데이터분석, 펌웨어, 네트워크관리, 정보보안, 데이터마이닝, 서버구축, 핀테크, 서버관리, 암호화폐, 클라이언트, 핀테크, 네트워크관리, 소프트웨어개발, 데이터파이프라인, DB튜닝",신입·경력,학력무관,서울서초구,정규직,,,
118,[HD 현대글로벌기술서비스] 23년 하반기 경력사원 채용,/Recruit/GI_Read/42928499?rPageCode=SL&logpath=21,HD현대글로벌기술서비스㈜,"['경력2년↑', '부산해운대구외', '정규직']","메카트로닉스, 조선, 조선, 펌웨어, 회로설계, 제어·설계, 자동제어, 펌웨어, 시스템설계, 회로설계, 임베디드, 시스템분석, 정보보안, 클라이언트, SI개발, 시스템분석, 시스템설계, 플랜트, 제어·설계, 자동화라인, 자동화라인, 선박, 시스템설계, 제품개발, 네트워크관리, 철강, 기계조작, 금속, 자동제어",경력2년↑,부산해운대구외,정규직,,,,
119,한국씨티은행 각 부문 경력직 채용,/Recruit/GI_Read/42921882?rPageCode=SL&logpath=21,㈜한국씨티은행,"['경력', '학력무관', '서울종로구외', '계약직']","관리회계, 외환관리, 빅데이터, 금융상담, 대출심사, 재무회계, 데이터레이크, 자산운용, 시장조사, 영업기획, 외환관리, 위험분석·관리, 금융, 대출상담, 문서작성, 자산관리사, 채권, 통계·분석, 자금관리, 고객관리, 재무상담, 데이터분석, 영업전략, 재무분석, 재무분석, 거래처관리, 관리회계, 자산관리, 재무회계, 회계감사, 금융상품기획, 기업회계, 기업회계, 재무기획, 투자자문, 투자상담·자문, 통계·분석, 매출관리, 입출금관리, 채권, 전략기획, 입출금관리, 재무상담, 데이터분석, 재무기획, 재무회계, 투자상담, 투자상담·자문, 여신상담, 외환관리, 채권, 투자심사, 위험분석·관리, 통계·분석, 자산운용, 결산, 경영기획, 법인결산, 시장분석, 재무기획, 채권, 회계감사, 재무분석, 경영기획, 여신상담, 데이터파이프라인, 은행, 투자상담·자문",경력,학력무관,서울종로구외,계약직,,,
120,키엘연구원 직원(정규직) 채용 공고,/Recruit/GI_Read/42922766?rPageCode=SL&logpath=21,(재)키엘연구원,"['신입·경력', '초대졸↑', '경기부천시외', '정규직외']","건축설계, 전기설비, 빛환경, 안전평가, 기구설계, 에너지, 연구소, 전자통신, 회로설계, 전자파, 재단법인, 조명, 회로설계, 에너지, 전기·전자, 조명, 환경, 인허가, 사업기획, 시스템분석, 전기기사, 펌웨어, 전기점검, 금형설계, 연구원, 전기설계, R&D, 시스템설계, 전기설비, 평가·보상, 전략기획, 전기배선, 반도체·LCD, 안전평가, 인증, 전기, ISO, 전기, 조사분석, 컨설팅, 환경관리, 전기기술, 회로설계, 건설·교통",신입·경력,초대졸↑,경기부천시외,정규직외,,,
121,[SPC그룹][Secta9ine] 결제 장비 개발 담당자 수시 채용,/Recruit/GI_Read/42933225?rPageCode=SL&logpath=21,(주)섹타나인,"['경력4년↑', '대졸↑', '서울강남구', '정규직']","모바일앱개발, GUI, SI개발, 임베디드, SI개발, 솔루션, 서버구축, 시스템분석, 시스템운영, 임베디드, 서버관리, 시스템분석, 정보보안, 클라이언트, SI개발, 시스템설계, 인터페이스, 아키텍처, 시스템설계, 반응형웹, 서버관리, 클라이언트, 소프트웨어개발",경력4년↑,대졸↑,서울강남구,정규직,,,
122,[천재교육그룹 AIDT & 밀크T부문 공개채용] 부문별 인재 모집,/Recruit/GI_Read/42941723?rPageCode=SL&logpath=21,㈜천재교육,"['신입·경력', '초대졸↑', '서울금천구', '정규직외', '', '팀원']","교수설계, GUI, 빅데이터, 펌웨어, UI·UX기획, GUI, 컨텐츠개발, e러닝, PL, 데이터시각화, 서버구축, 시스템분석, 시스템운영, PM, 서버관리, 시스템운영, 교육기획, 방화벽, 시스템분석, 정보보안, UI·UX기획, 네트워크관리, 콘텐츠기획, 교수설계, 보안관제, 시스템설계, 데이터분석, 인터페이스, 분석모델링, 네트워크관리, 정보보안, GUI, 서버구축, 시스템설계, 유아교육, 반응형웹, PO, UI·UX기획, 교재제작, 서비스기획, 서버관리, 네트워크관리, 교육콘텐츠개발, HTTP, 데이터파이프라인, 교재개발",신입·경력,초대졸↑,서울금천구,정규직외,,팀원,
123,"이카운트 2023 하반기 경력, 신입 개발자 채용",/Recruit/GI_Read/42933732?rPageCode=SL&logpath=21,㈜이카운트,"['신입·경력3년↑', '학력무관', '서울구로구', '정규직', '4,750만원이상']","네트워크관리, GUI, 데이터관리, 스크래핑, MariaDB, ORM, SI개발, FrameWork, jenkins, SI개발, Typescript, frontend, 서버구축, 시스템분석, 시스템운영, PM, 서버관리, React, 시스템운영, 시스템분석, asp, postgresql, 네트워크관리, 웹메일, 클라이언트, CORE, SI개발, SMTP, 시스템설계, 인터페이스, 솔루션스아키텍트, 클라우드개발자, 네트워크관리, 정보보안, 아키텍처, INFRA, 서버구축, 시스템설계, 반응형웹, 인증서, 서버관리, 클라우드아키텍트, 클라이언트, Rest API, 네트워크관리, 소프트웨어개발, 크롤링, HTTP, MQ, Scraping, Backend",신입·경력3년↑,학력무관,서울구로구,정규직,"4,750만원이상",,
124,[노르마] 각 부문별 개발자 채용 공고(병역특례가능),/Recruit/GI_Read/42931352?rPageCode=SL&logpath=21,㈜노르마,"['신입·경력3년↑', '대졸↑', '서울성동구', '정규직', '사원급외']","네트워크보안, 보안소프트웨어, 정보보안, 보안컨설팅, 정보보안",신입·경력3년↑,대졸↑,서울성동구,정규직,사원급외,,
125,"(주)이롬넷 PayVerse인프라팀(네트워크, 보안 담당)",/Recruit/GI_Read/42920332?rPageCode=SL&logpath=21,이롬넷,"['경력3년↑', '초대졸↑', '서울강남구', '정규직', '팀원외']","인터넷금융, 네트워크관리, 네트워크관리",경력3년↑,초대졸↑,서울강남구,정규직,팀원외,,
126,2023년 하반기 신입/경력 채용,/Recruit/GI_Read/42927401?rPageCode=SL&logpath=21,㈜씨앤디팩토리,"['신입·경력2년↑', '초대졸↑', '서울마포구외', '정규직']","데이터분석, 테스터, 제안·컨설팅, PM, 웹컨설팅, 프로젝트관리, 앱기획, 콘텐츠기획, 스토리보드, ㈜씨앤디팩토리, 서비스기획, 검증",신입·경력2년↑,초대졸↑,서울마포구외,정규직,,,
127,"반도체자동화설비,장비(Maintenance ) 유지보수 및 전산모니터링 직원 모집",/Recruit/GI_Read/42928409?rPageCode=SL&logpath=21,㈜씨앤에스,"['신입·경력', '고졸↑', '경기화성시외', '정규직', '3,400~4,000만원']","전산입력, 모니터링, ㈜씨앤에스, A·S수리, 기술지원, 반도체장비, 유지보수, 설비, 네트워크관리, 장애관리, 품질테스트, 유지보수, 전산시스템, 유지보수",신입·경력,고졸↑,경기화성시외,정규직,"3,400~4,000만원",,
128,SK하이닉스 이천 상주자,/Recruit/GI_Read/42925322?rPageCode=SL&logpath=21,㈜링네트,"['경력1년↑', '학력무관', '경기이천시', '정규직', '팀원']","네트웍구축, 시스템운영, 네트워크관리, IDC, 통신, 서버구축",경력1년↑,학력무관,경기이천시,정규직,팀원,,
129,네트워크 엔지니어 (SDN/ACI/DNA),/Recruit/GI_Read/42925370?rPageCode=SL&logpath=21,㈜링네트,"['경력4년↑', '학력무관', '서울구로구', '정규직']","네트웍구축, 시스템운영, 네트워크관리, 서버구축",경력4년↑,학력무관,서울구로구,정규직,,,
130,네트워크 필드 엔지니어,/Recruit/GI_Read/42925364?rPageCode=SL&logpath=21,㈜링네트,"['경력1년↑', '학력무관', '서울구로구', '정규직']","네트웍구축, 네트워크관리, IDC, 통신",경력1년↑,학력무관,서울구로구,정규직,,,
131,(주)웅진 23년 하반기 채용연계형 신입인턴 채용(JAVA개발:클라우드솔루션 운영/유지보수),/Recruit/GI_Read/42937013?rPageCode=SL&logpath=21,㈜웅진,"['신입', '학력무관', '서울중구', '인턴', '사원급']","네트워크관리, SI개발, SI개발, 서버구축, 시스템분석, 시스템운영, 서버관리, 시스템운영, 시스템분석, 네트워크관리, 클라이언트, SI개발, 시스템설계, 솔루션스아키텍트, 클라우드개발자, 서버구축, 시스템설계, 서버관리, 클라우드아키텍트, 클라이언트, 네트워크관리, HTTP",신입,학력무관,서울중구,인턴,사원급,,
132,(주)웅진 23년 하반기 채용연계형 신입인턴 채용(JAVA개발:그룹웨어 운영/유지보수),/Recruit/GI_Read/42937006?rPageCode=SL&logpath=21,㈜웅진,"['신입', '학력무관', '서울중구', '인턴', '사원급']","네트워크관리, SI개발, SI개발, 서버구축, 시스템분석, 시스템운영, 서버관리, 시스템운영, 시스템분석, 네트워크관리, 클라이언트, SI개발, 시스템설계, 솔루션스아키텍트, 클라우드개발자, 아키텍처, 서버구축, 시스템설계, 서버관리, 클라우드아키텍트, 클라이언트, 네트워크관리, HTTP",신입,학력무관,서울중구,인턴,사원급,,
133,2023년 9월 KT 신입사원 채용,/Recruit/GI_Read/42923968?rPageCode=SL&logpath=21,㈜케이티,"['신입', '대졸↑', '서울', '정규직외']","고객관리, 메카트로닉스, GUI, 빅데이터, 데이터관리, 거래처관리, 연구·실험·기술, 인터페이스, 시장조사, 데이터분석, SI개발, 영업기획, PL, 모바일, 카페·블로그관리, 데이터시각화, 서버구축, 시스템분석, 시스템운영, 전기·전자, 제안·컨설팅, PM, 서버관리, 영업전략, 인공지능, 네트웍구축, 시스템운영, 정보통신·IT, 오프라인마케팅, SNS마케팅, 매출관리, 무선통신, 시스템분석, 정보보안, 로봇설계, 앱기획, UI·UX기획, 네트워크관리, 프로모션, R&D, 클라이언트, 콘텐츠기획, 고객관리, 매출관리, 시스템설계, 제품개발, 데이터분석, 인터페이스, 콘텐츠기획, 거래처관리, 데이터분석, 브랜드기획, 전략기획, 자동차, 텔레콤, 통신, 데이터마이닝, 로봇설계, 매체관리, 아키텍처, 서버구축, 시스템설계, 제품개발, 반응형웹, 서비스기획, 서버관리, 클라이언트, 핀테크, 네트워크관리, 로봇설계, AI, HTTP, 데이터파이프라인, 국내영업, 무선통신, 시장분석, 데이터분석",신입,대졸↑,서울,정규직외,,,
134,[엔카닷컴] 2023년 하반기 신입/경력 채용,/Recruit/GI_Read/42914651?rPageCode=SL&logpath=21,엔카닷컴㈜,"['신입·경력', '학력무관', '서울중구외', '정규직외']","고객관리, 문서작성, 임원비서, GUI, 고객안내, 기업홍보, 디지털마케팅, 기술지원, IMC, 인터페이스, 행정, 행정, 시장조사, 프로모션, 데이터분석, SI개발, SNS마케팅, 비품관리, 영업기획, 테스터, 프로모션, 웹마스터, 신사업기획, 판금, PM, 데이터분석, 서버관리, 영업전략, A·S수리, 소송·민사·등기, 법률자문, 제휴마케팅, 매출관리, 사업기획, 전자상거래, 사내변호사, 앱기획, 컴플라이언스, SI개발, UI·UX기획, 경영기획, 바이럴마케팅, 키워드광고, 키워드광고, 매출관리, 인터페이스, 시장분석, 데이터분석, 브랜드기획, 전략기획, 컴플라이언스, SNS마케팅, SEO, 사내변호사, 서무, 고객응대, 반응형웹, PO, 경영컨설팅, 서비스기획, 자산관리, 클라이언트, 플랫폼 QA, 검증, 소송·민사·등기, 자동차정비, API, HTTP, 시장분석, 정비, 데이터분석",신입·경력,학력무관,서울중구외,정규직외,,,
135,[강서구/화곡동] 시스템관제(OP) 직원 모집,/Recruit/GI_Read/42976507?rPageCode=SL&logpath=2,㈜에이치앤엠,"['경력무관', '고졸↑', '서울강서구', '계약직']","SM, 솔루션, 보안관제",경력무관,고졸↑,서울강서구,계약직,,,
136,[강남/연 최대4000만 경력별협의/정규전환]유명기업 IT Helpdesk 채용,/Recruit/GI_Read/42973753?rPageCode=SL&logpath=2,㈜키스템프,"['경력1년↑', '고졸↑', '서울강남구외', '파견직', '3,400~4,000만원']","헬프데스크, A·S수리, 기술지원, 시스템운영, Windows, IDC운영, 설치, 네트워크관리, 보안관제, IT, 서버구축, 컴퓨터공학, 유지보수, 정보통신, 인프라",경력1년↑,고졸↑,서울강남구외,파견직,"3,400~4,000만원",,
137,[강서구/연봉3천중후반(경력별협의)] LG생활건강 웹디자이너 채용,/Recruit/GI_Read/42973479?rPageCode=SL&logpath=2,㈜키스템프,"['경력1년↑', '초대졸↑', '서울강서구외', '계약직외']","컨텐츠개발, 웹표준·웹접근성, 웹디자인, UI·UX디자인, HTML코딩, 광고디자인, 생활용품, 컨텐츠관리, UI·UX",경력1년↑,초대졸↑,서울강서구외,계약직외,,,
138,[트랜스코스모스] 채팅 비즈니스(채팅/챗봇) 기획 및 운영 담당자 채용 aq9W,/Recruit/GI_Read/42972130?rPageCode=SL&logpath=2,㈜트랜스코스모스코리아,"['경력무관', '학력무관', '서울영등포구외', '정규직']","빅데이터, 콜센터, 인공지능, 데이터분석, 챗봇, 아웃소싱",경력무관,학력무관,서울영등포구외,정규직,,,
139,[정규직/수원광교역] 3D 맥스 웹디자이너 모집,/Recruit/GI_Read/42970117?rPageCode=SL&logpath=2,㈜디자인그룹나인,"['경력3년↑', '학력무관', '서울마포구', '정규직외']","UI·UX기획, 모바일디자인, 웹에이전시",경력3년↑,학력무관,서울마포구,정규직외,,,
140,[파견/3개월/선릉역] 대기업 손해보험 금융 시스템 java 개발자 모집,/Recruit/GI_Read/42970114?rPageCode=SL&logpath=2,㈜디자인그룹나인,"['경력3년↑', '학력무관', '서울마포구', '정규직외']","UI·UX기획, 모바일디자인, 웹에이전시",경력3년↑,학력무관,서울마포구,정규직외,,,
141,[정규직/상수역] 폰트 전문회사 카피라이터 구인,/Recruit/GI_Read/42970132?rPageCode=SL&logpath=2,㈜디자인그룹나인,"['경력3년↑', '학력무관', '서울마포구', '정규직외']",웹에이전시,경력3년↑,학력무관,서울마포구,정규직외,,,
142,[정규직/홍대입구역] 대형 에이젼시 전략 기획팀 기획자 모집,/Recruit/GI_Read/42970120?rPageCode=SL&logpath=2,㈜디자인그룹나인,"['경력3년↑', '학력무관', '서울마포구', '정규직외']","UI·UX기획, 모바일디자인, 웹에이전시",경력3년↑,학력무관,서울마포구,정규직외,,,
143,[서비스점검] 원활한 서비스를 위한 테스트 공고 입니다.,/Recruit/GI_Read/42965397?rPageCode=SL&logpath=2,서비스점검2,"['경력33년↑', '학력무관', '대구군위군외', '정규직']","조합, 재단법인",경력33년↑,학력무관,대구군위군외,정규직,,,
144,[가산디지털단지 / 주5일 / 정규직] 서버 기술지원팀 엔지니어 채용,/Recruit/GI_Read/42968215?rPageCode=SL&logpath=2,워크픽㈜,"['경력무관', '학력무관', '서울금천구외', '정규직', '3,050만원이상']","서버구축, 네트웍구축, IDC, 서버관리",경력무관,학력무관,서울금천구외,정규직,"3,050만원이상",,
145,검색 개발자 채용,/Recruit/GI_Read/42931106?rPageCode=SL&logpath=21,㈜알라딘커뮤니케이션,"['경력2년↑', '학력무관', '서울중구', '정규직']","서버구축, 서버관리, 서버구축, 서버관리",경력2년↑,학력무관,서울중구,정규직,,,
146,각 부문별 경력직 채용(재무팀/시스템개발팀),/Recruit/GI_Read/42921747?rPageCode=SL&logpath=21,에스엠하이플러스㈜,"['경력2년↑', '초대졸↑', '서울강서구외', '정규직', '주임~대리급외']","세무신고, 시스템운영, 시스템운영, 시스템분석, 네트워크관리, 시스템설계, 통신, 서버구축, 연말정산",경력2년↑,초대졸↑,서울강서구외,정규직,주임~대리급외,,
147,"[정규직] 커피머신 A/S·설치·수리·관리 신입,경력 채용 모집",/Recruit/GI_Read/42921266?rPageCode=SL&logpath=21,㈜나이스커피시스템,"['신입·경력', '학력무관', '서울서초구외', '정규직', '2,800~3,200만원', '사원급외']","커피머신, A·S센터, 기술지원, 설치, 유지보수, A·S수리, 기술지원, A·S수리, 자동제어, 유지보수, 시공관리, 전기설비",신입·경력,학력무관,서울서초구외,정규직,"2,800~3,200만원",사원급외,
148,여성의류 온라인 웹디자이너/패션MD 정규직채용,/Recruit/GI_Read/42930155?rPageCode=SL&logpath=21,㈜엘아이엠 컴퍼니,"['신입·경력', '고졸↑', '인천부평구외', '정규직']","시장사입, SNS마케팅, 온라인마케팅, 퍼블리싱, 피팅, 리테일MD, 컨텐츠기획, 동영상편집, 바이럴마케팅, VMD, 영상제작, 상품기획, 쇼핑몰, 여성의류, 포토샵, 쌤플피팅, 이벤트기획, SNS마케팅, 상품입출고, 유아의류, 패션MD, 웹퍼블리싱",신입·경력,고졸↑,인천부평구외,정규직,,,
149,"웹디자인,편집디자인 채용",/Recruit/GI_Read/42919170?rPageCode=SL&logpath=21,참포도나무병원,"['경력무관', '학력무관', '서울서초구', '정규직']","정보디자인, 배너, 웹표준·웹접근성, 포스터, UI·UX기획, 병원, 전단지디자인, GUI, GUI, 삽화·일러스트, 현수막디자인, 삽화·일러스트, 카페·블로그관리, 모바일디자인, 브랜드디자인, 영상제작, UI·UX디자인, 정보디자인, 브로슈어, 모바일디자인, 정보디자인, 포토샵, 삽화·일러스트, 디지털디자인, 디지털디자인, GUI, 디지털디자인, 전단지디자인, HTML, UI·UX기획, 리플릿, 현수막, 삽화·일러스트, 썸네일",경력무관,학력무관,서울서초구,정규직,,,
150,(주) 상화 하반기 각 부문 채용,/Recruit/GI_Read/42925300?rPageCode=SL&logpath=21,㈜상화,"['경력1년↑', '학력무관', '서울강남구', '정규직']","관리회계, 부가세신고, 4대보험, 무대디자인, 인테리어디자인, 더존, 부가세신고, 세무신고, PM, 데이터분석, 3D설계, 재무회계, 2D디자인, 사업기획, 결산, 웹마스터, 결산, 전시디자인, 전략기획, 광고기획, 디지털디자인, 세무기장, 디지털디자인, 문화기획, 이벤트기획, 전표입력, 법인결산, 회계감사, 콘텐츠기획, 경영기획, 광고제작, 전시디자인, 연말정산, 모션그래픽, 원가회계, 전산회계",경력1년↑,학력무관,서울강남구,정규직,,,
151,Flutter Desktop 개발,/Recruit/GI_Read/42907605?rPageCode=SL&logpath=21,이노뎁㈜,"['경력3년↑', '대졸↑', '서울금천구', '정규직']","소프트웨어개발, 솔루션, BI, BigData, GUI, 반응형웹, 인터페이스",경력3년↑,대졸↑,서울금천구,정규직,,,
152,[다나와] DBA 담당자,/Recruit/GI_Read/42911377?rPageCode=SL&logpath=21,㈜커넥트웨이브,"['경력3년↑', '초대졸↑', '서울양천구', '정규직']","데이터관리, DBMS, DW모델러, DB튜닝",경력3년↑,초대졸↑,서울양천구,정규직,,,
153,Web Application 개발,/Recruit/GI_Read/42907558?rPageCode=SL&logpath=21,이노뎁㈜,"['경력2년↑', '대졸↑', '서울금천구', '정규직']","BigData, GUI, 솔루션, BI, 인터페이스, 앱개발, 반응형웹, 소프트웨어개발, 개발",경력2년↑,대졸↑,서울금천구,정규직,,,
154,LG CNS 하반기 신입사원 수시채용,/Recruit/GI_Read/42915380?rPageCode=SL&logpath=21,LG CNS,"['신입·경력', '대졸↑', '서울강서구', '정규직']","SM, 스마트팩토리, 해외공장, DX, MES, 광고기획, 온라인광고, 서비스기획, 스토리보드, 데이터분석, 앱기획, UI·UX기획, 시장분석, 시장조사, 데이터분석, 브랜드기획, 전략기획, 콘텐츠기획, 라이센싱, 브랜딩, 시장분석, 기업홍보, 카페·블로그관리, 키워드광고, SNS마케팅, 바이럴마케팅, IMC, 디지털마케팅, SNS마케팅, SI개발, SI개발, SI개발, 빅데이터, 데이터레이크, ETL, 데이터파이프라인, SI개발, UI·UX기획, GUI, UI·UX기획, 제품개발, PCB, 자동화라인, 공정개발, 자동화라인",신입·경력,대졸↑,서울강서구,정규직,,,
155,각 부문 신입/경력직 채용,/Recruit/GI_Read/42916821?rPageCode=SL&logpath=21,기아㈜,"['신입·경력', '대졸↑', '서울서초구외', '정규직외']","메카트로닉스, 기구설계, 회로설계, 제어·설계, 품질보증, A·S수리, 기술지원, 생산관리, 영업기획, 회로설계, 검증, 해외마케팅, 신사업기획, 바이어개발, 사업기획, 설치, 거래선개발관리, 자동차부품, R&D, 산업안전, 상품기획, 자동차정비, 전략기획, 정보보안, 상품입출고, 인사기획, 자동차, 품질테스트, 경영기획, 생산기술, 원가회계",신입·경력,대졸↑,서울서초구외,정규직외,,,
156,[교육지대] 각 부문별 경력 및 신입 채용,/Recruit/GI_Read/42912732?rPageCode=SL&logpath=21,교육지대㈜,"['신입·경력', '초대졸↑', '서울구로구', '정규직외']","디지털마케팅, IMC, 시장조사, 데이터분석, 교사, 컨텐츠개발, 프로모션, e러닝, 학원강사, 제휴마케팅, 사업기획, 앱기획, UI·UX기획, 바이럴마케팅, 키워드광고, 콘텐츠기획, 교재제작, 전략기획, 콘텐츠기획, 브랜드기획, 전략기획, SNS마케팅, SEO, 교재제작, 서비스기획, 교육콘텐츠개발, 배너광고, 시장분석, 데이터분석",신입·경력,초대졸↑,서울구로구,정규직외,,,
157,"셰플러코리아 각 부문별 신입,경력사원 모집",/Recruit/GI_Read/42922884?rPageCode=SL&logpath=21,셰플러코리아,"['신입·경력', '대졸↑', '경기전지역외', '정규직외']","조선, 제어·설계, 품질보증, 검증, 시스템운영, 전기·전자, 환경, 정보통신·IT, 제조·공정, 선박, 시스템분석, 시스템설계, 자동화라인, 대기환경, 부가세신고, 철강, 수질환경, 항공, 로봇설계, 세무조정, 자동차, ISO, 품질테스트, 네트워크관리, 생산기술, 환경관리, 공정개발, 로봇설계, 세무신고, SAP 자격증",신입·경력,대졸↑,경기전지역외,정규직외,,,
158,[주5일/연봉5500만이상] 각 부문별 경력직 채용[기구설계/조립 및 셋업/전장설계 및 전장/MCT(머시닝센터)가공],/Recruit/GI_Read/42908528?rPageCode=SL&logpath=21,㈜탑,"['경력', '학력무관', '충남천안시외', '정규직', '5,500만원이상']","메카트로닉스, 전장설계, 기구설계, 전장, 조립, 회로설계, 제어·설계, 전기제어, 유지보수, 전자, 전장배선, 회로설계, CAD, 셋업, 전기·전자, 기계조작, 기계, 설비, 자동화설비, 제조·공정, 메카트로닉스, 기계조작, 메카트로닉스, 전장, PLC, 기계설계, 자동차, 로봇설계, 자동화설비, 제어, 전기, 회로설계, PLC, 서버관리, 기계조작, 기술지원, 자동제어",경력,학력무관,충남천안시외,정규직,"5,500만원이상",,
