,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
44,[상암/CJENM계열사]티빙 데이터 검수 및 입력 사무보조 채용,/Recruit/GI_Read/42979610?rPageCode=PL&logpath=2,㈜인코스파트너스,"['경력무관', '학력무관', '서울마포구외', '계약직', '204만원이상(월)']","위성방송, 데이터수집, 문서관리, 종합유선방송, 공중파방송, 문서작성, 케이블방송, 데이터분석, 메타버스",경력무관,학력무관,서울마포구외,계약직,204만원이상(월),,
45,[주5일/야간] IGS(주) 게임 모니터링 사원 채용,/Recruit/GI_Read/42980697?rPageCode=PL&logpath=2,㈜비전잡,"['경력무관', '고졸↑', '대구동구외', '정규직외', '', '3,000~3,200만원']","게임소프트웨어, 모니터링, 사이트관리, 테스터, 게임기획, 베타테스터, IGS",경력무관,고졸↑,대구동구외,정규직외,,"3,000~3,200만원",
46,[신입/경력] 글로벌기업 전산 유지보수 [Helpdesk],/Recruit/GI_Read/42980677?rPageCode=PL&logpath=2,㈜비전잡,"['신입·경력', '학력무관', '서울마포구외', '정규직외', '', '3,000~3,800만원']","전산입력, 사이트관리, 전산관리, 문서관리, 문서작성, 유지보수",신입·경력,학력무관,서울마포구외,정규직외,,"3,000~3,800만원",
47,[코스닥 상장사-디어유]Android 개발자,/Recruit/GI_Read/42967296?rPageCode=SL&logpath=21,디어유,"['경력3년↑', '대졸↑', '서울강남구', '정규직', '팀원']",모바일App,경력3년↑,대졸↑,서울강남구,정규직,팀원,,
48,IT인프라 엔지니어,/Recruit/GI_Read/42966243?rPageCode=SL&logpath=21,㈜이스트소프트,"['경력5년↑', '학력무관', '서울서초구', '정규직']","솔루션, 시스템운영, asp, 네트워크관리, 서버구축, 소프트웨어개발",경력5년↑,학력무관,서울서초구,정규직,,,
49,DB 관리자,/Recruit/GI_Read/42966153?rPageCode=SL&logpath=21,㈜이스트소프트,"['경력10년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력10년↑,학력무관,서울서초구,정규직,,,
50,웹프론트엔드 개발,/Recruit/GI_Read/42966137?rPageCode=SL&logpath=21,㈜이스트소프트,"['경력6년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력6년↑,학력무관,서울서초구,정규직,,,
51,2023년 9월 KT 경력사원 채용(IT분야),/Recruit/GI_Read/42968571?rPageCode=SL&logpath=21,㈜케이티,"['경력5년↑', '대졸↑', '서울종로구외', '정규직']","네트워크관리, 메카트로닉스, GUI, 빅데이터, 데이터관리, SI개발, 펌웨어, 연구·실험·기술, 인터페이스, 데이터분석, SI개발, PL, 모바일, 딥러닝, 데이터시각화, 서버구축, 시스템분석, 시스템운영, 전기·전자, 제안·컨설팅, PM, 서버관리, 인공지능, 네트웍구축, 시스템운영, 정보통신·IT, 무선통신, 시스템분석, 정보보안, 로봇설계, 앱기획, SI개발, UI·UX기획, 네트워크관리, R&D, 자연어처리(NLP), 클라이언트, 콘텐츠기획, SI개발, 보안관제, 시스템설계, 제품개발, 데이터분석, 인터페이스, 솔루션스아키텍트, 클라우드개발자, 네트워크관리, 자동차, 정보보안, 텔레콤, 통신, 데이터마이닝, 로봇설계, 아키텍처, 서버구축, 시스템설계, 제품개발, 반응형웹, PO, 서비스기획, 서버관리, 클라우드아키텍트, 클라이언트, 핀테크, 네트워크관리, 로봇설계, AI, HTTP, 데이터파이프라인, 모델링, 무선통신",경력5년↑,대졸↑,서울종로구외,정규직,,,
52,[롯데멤버스] 2023년 9월 경력사원 채용 (클라우드 인프라 구축/운영 관리),/Recruit/GI_Read/42965571?rPageCode=SL&logpath=21,롯데멤버스㈜,"['경력3년↑', '학력무관', '서울중구', '정규직']","네트워크관리, SI개발, 펌웨어, PL, 서버구축, 시스템운영, PM, 서버관리, 시스템운영, 시스템분석, 정보보안, 네트워크관리, 클라이언트, 시스템설계, 솔루션스아키텍트, 클라우드개발자, 아키텍처, 서버구축, 시스템설계, PO, 서버관리, 클라우드아키텍트, 클라이언트, 네트워크관리",경력3년↑,학력무관,서울중구,정규직,,,
53,[NeoLAB] iOS개발 경력 채용,/Recruit/GI_Read/42962252?rPageCode=SL&logpath=21,㈜네오랩컨버전스,"['경력5년↑', '초대졸↑', '서울구로구', '정규직']","전자, 서비스기획, 스토리보드, 데이터분석, 앱기획, 콘텐츠기획, UI·UX기획, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 반응형웹, 인터페이스, 증강현실, 가상현실, 음성인식, 인터페이스, 핀테크, SI개발, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 서버관리, GUI, 모바일디자인, UI·UX기획",경력5년↑,초대졸↑,서울구로구,정규직,,,
54,[신한은행] RPA 개발 및 운영 경력직 채용,/Recruit/GI_Read/42962733?rPageCode=SL&logpath=21,신한은행,"['경력2년↑', '대졸↑', '서울중구', '계약직']","금융, 인공지능, 모델링, 투자자문, 데이터분석, 분석모델링, 창업투자, 투자상담, 모델링, 은행",경력2년↑,대졸↑,서울중구,계약직,,,
55,[SPC그룹][Secta9ine] Fintech 서비스 개발자 수시 채용,/Recruit/GI_Read/42967182?rPageCode=SL&logpath=21,(주)섹타나인,"['경력5년↑', '초대졸↑', '서울강남구', '정규직']","모바일앱개발, GUI, 인터페이스, SI개발, 솔루션, 시스템분석, 서버관리, 시스템운영, 방화벽, 정보보안, 네트워크관리, 클라이언트, SI개발, 보안관제, 인터페이스, 네트워크관리, 정보보안, 아키텍처, 서버구축, 시스템설계, 반응형웹, 핀테크, 클라이언트, 핀테크, 소프트웨어개발, 핀테크",경력5년↑,초대졸↑,서울강남구,정규직,,,
56,BMS 개발자 채용(하드웨어 및 소프트웨어),/Recruit/GI_Read/42967570?rPageCode=SL&logpath=21,㈜피엠그로우,"['경력무관', '대졸↑', '경기의왕시', '정규직', '팀원']","메카트로닉스, PCB, 제품개발, BMS, 자동차부품, 자동차, 제품개발, 회로설계",경력무관,대졸↑,경기의왕시,정규직,팀원,,
57,[LG그룹] 자동차 전장(AVN) 품질Solution(Teamcenter) 경력직 채용,/Recruit/GI_Read/42966712?rPageCode=SL&logpath=21,㈜비즈테크아이,"['경력', '대졸↑', '서울강서구', '정규직']","네트워크관리, SI개발, 임베디드, SI개발, 솔루션, 테스터, PL, 서버구축, 시스템분석, 시스템운영, PM, 서버관리, 시스템운영, 시스템분석, 정보보안, SI개발, 네트워크관리, SI개발, 보안관제, 시스템설계, ERP, 데이터분석, 솔루션스아키텍트, 클라우드개발자, 네트워크관리, 정보보안, 아키텍처, 서버구축, 시스템설계, PO, 서버관리, 클라우드아키텍트, 검증, 네트워크관리, 소프트웨어개발",경력,대졸↑,서울강서구,정규직,,,
58,㈜마크로젠 각 부문 신입/경력 직원 채용,/Recruit/GI_Read/42955631?rPageCode=SL&logpath=21,㈜마크로젠,"['신입·경력', '초대졸↑', '서울금천구외', '정규직외']","고객관리, 제약영업, 거래처관리, 연구·실험·기술, 의료기기영업, 미생물, SI개발, 바이오, 의료기기연구, 자금관리, PM, 영업전략, 영어, 미생물, 제약, 매출관리, 생명공학, 의약외품연구, 입출금관리, 생명공학, 제약·바이오R&D, PO, 국내영업",신입·경력,초대졸↑,서울금천구외,정규직외,,,
59,[디저트39] 2023년도 각 부문 공개 채용,/Recruit/GI_Read/42962342?rPageCode=SL&logpath=21,㈜에스엠씨인터내셔널,"['신입·경력1년↑', '학력무관', '서울강남구외', '정규직']","고객관리, 기업홍보, 디지털마케팅, 거래처관리, 수출입계약, UI·UX기획, 리모델링, 시장조사, 식품MD, 음식료, 영상제작, SI개발, SNS마케팅, 영업기획, 인테리어, 카페·블로그관리, 수출입관리, 신사업기획, 건축설계, 점포개발, 카페·블로그관리, 서버관리, 영업전략, 가맹점관리, 리테일MD, 오프라인마케팅, 제휴마케팅, SNS마케팅, 베이커리, 사업기획, 국제무역, SI개발, 거래선개발관리, 건축감리, 건축CM, 매출관리, 바이럴마케팅, 식품, 식품연구, 키워드광고, 키워드광고, VMD, 매출관리, 상품기획, 파티쉐, 현장감리, 전략기획, 콘텐츠기획, 메뉴개발, 시장분석, 데이터분석, 기업홍보, 브랜드기획, 이벤트기획, 전략기획, SNS마케팅, 프로모션, 매체관리, 이벤트기획, SNS마케팅, 메뉴기획, 상품입출고, 바이어개발, 오더관리, 제빵사, APM, 콘텐츠기획, 핀테크, 시공감리, 핀테크, 건축감리, 시장분석, 데이터분석, 해외사업",신입·경력1년↑,학력무관,서울강남구외,정규직,,,
60,개발자 모집 - Java/Vue.js (청주 근무),/Recruit/GI_Read/42970232?rPageCode=SL&logpath=21,㈜레이어3 (Layer3),"['경력2년↑', '학력무관', '충북청주시', '정규직', '3,400~3,600만원', '주임~대리급외']","SI개발, SI, 소프트웨어개발",경력2년↑,학력무관,충북청주시,정규직,"3,400~3,600만원",주임~대리급외,
61,[롯데백화점]개인정보 보호 담당 경력 채용,/Recruit/GI_Read/42967623?rPageCode=SL&logpath=21,롯데쇼핑,"['경력4년↑', '학력무관', '서울중구', '정규직']","시스템분석, 시스템운영, 방화벽, 시스템분석, 정보보안, 보안관제, 시스템설계, 네트워크관리, 정보보안, 시스템설계, 서버관리, 네트워크관리",경력4년↑,학력무관,서울중구,정규직,,,
62,2023년 각 부문 공개채용(기술연구소),/Recruit/GI_Read/42965598?rPageCode=SL&logpath=21,㈜힐세리온,"['경력2년↑', '대졸↑', '경기성남시', '정규직']","회로설계, 서버구축, 시스템분석, 펌웨어, 건강, 시스템설계, 인터페이스, 의료기기, 반응형웹, 서버관리",경력2년↑,대졸↑,경기성남시,정규직,,,
63,IT 개발자 경력(계약직) 직원 모집(Spring Framework / JAVA / MS SQL),/Recruit/GI_Read/42967453?rPageCode=SL&logpath=21,㈜한국씨엠씨,"['경력3년↑', '초대졸↑', '대전유성구', '계약직']","시공관리, 건설, 건설품질관리, 건설안전, 토목",경력3년↑,초대졸↑,대전유성구,계약직,,,
64,인텔렉투스 신입/경력 개발자 채용,/Recruit/GI_Read/42969916?rPageCode=SL&logpath=21,㈜인텔렉투스,"['신입·경력3년↑', '대졸↑', '서울서초구외', '정규직']","BigData, 빅데이터, 로봇, 솔루션, 자율주행, 소프트웨어개발",신입·경력3년↑,대졸↑,서울서초구외,정규직,,,
65,2023년 하반기 신입/경력사원 모집,/Recruit/GI_Read/42969303?rPageCode=SL&logpath=21,㈜비엠스마일,"['신입·경력', '학력무관', '서울강남구', '정규직']","문서작성, 상품입출고, 유통관리, 창고관리, GUI, 기업홍보, 웹표준·웹접근성, 라이센싱, 옥외광고, 재고관리, 저작권, 식품MD, 잡화디자인, GUI, 데이터분석, SI개발, 생산관리, 재고관리, 테스터, 프로모션, 물류센터, 웹마스터, 브랜딩, 수출입계약, 제안·컨설팅, 서버관리, AMD, 납품, 리테일MD, 생산관리, 오프라인마케팅, 제휴마케팅, 바이어개발, 영어, 재고관리, 반응형웹, 앱기획, UI·UX기획, 매출관리, 웹마스터, VMD, 오프라인영업, 콘텐츠기획, 특허담당, 상품기획, 언론홍보, 인터페이스, 게임기획, 스토리보드, 시장분석, 기업홍보, 이벤트기획, 컴플라이언스, 언론홍보, 프로모션, BTL, 사내변호사, 이벤트기획, 인사행정, 공증, 상품입출고, 인사기획, 자재구매, 프로모션, MD, 반응형웹, 서비스기획, 외자구매, 클라이언트, 핀테크, 검증, 소송·민사·등기, 지적재산권, 인사교육, HTTP",신입·경력,학력무관,서울강남구,정규직,,,
66,윈도우 커널 드라이버 개발자,/Recruit/GI_Read/42953525?rPageCode=SL&logpath=21,㈜이스트시큐리티,"['경력3년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력3년↑,학력무관,서울서초구,정규직,,,
67,VMS개발팀 Sever 개발자,/Recruit/GI_Read/42955554?rPageCode=SL&logpath=21,이노뎁㈜,"['경력2년↑', '대졸↑', '서울금천구', '정규직']","BigData, SI개발, 솔루션, BI, SI, 서버관리, 소프트웨어개발",경력2년↑,대졸↑,서울금천구,정규직,,,
68,C++ 서버 개발자,/Recruit/GI_Read/42953555?rPageCode=SL&logpath=21,㈜이스트시큐리티,"['경력3년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력3년↑,학력무관,서울서초구,정규직,,,
69,Windows C++ 클라이언트 개발자,/Recruit/GI_Read/42953649?rPageCode=SL&logpath=21,㈜이스트시큐리티,"['경력2년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력2년↑,학력무관,서울서초구,정규직,,,
70,안드로이드 악성코드 분석가,/Recruit/GI_Read/42953736?rPageCode=SL&logpath=21,㈜이스트시큐리티,"['경력무관', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력무관,학력무관,서울서초구,정규직,,,
71,알약M 백엔드 개발,/Recruit/GI_Read/42953483?rPageCode=SL&logpath=21,㈜이스트시큐리티,"['경력5년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력5년↑,학력무관,서울서초구,정규직,,,
72,윈도우 C++프레임워크 개발자,/Recruit/GI_Read/42953582?rPageCode=SL&logpath=21,㈜이스트시큐리티,"['경력무관', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력무관,학력무관,서울서초구,정규직,,,
73,23년 하반기 GS EPS 신입/경력 수시채용,/Recruit/GI_Read/42955283?rPageCode=SL&logpath=21,지에스이피에스,"['신입·경력', '초대졸↑', '서울강남구외', '정규직외']","전기설비, ERP운용, 복리후생, 안전평가, 급여관리, 에너지, 전자통신, 복리후생, 행정, MS, 전기제어, 자료조사, 건설안전, 비품관리, 영업기획, 인사교육, LNG, PL, 경력관리, 문서작성, 시스템설계, 신사업기획, 산업안전, 산업안전, 서버구축, 시스템분석, 시스템운영, 에너지, 전기·전자, PM, 기계조작, 영업전략, 건설안전, 기계, 기계설비, 설비, 시스템운영, 터미널, AWS, 사업기획, 시스템분석, 전기기사, 전기점검, 기계조작, 기업회계, 발전소, 경영기획, 전기설계, 통계·분석, 조직문화, 건설안전, 매출관리, 산업안전, 시스템분석, 시스템설계, 전기설비, 면접·채용, 평가·보상, 발전설비, 전략기획, 교육기획, 전표입력, 데이터분석, 클라우드개발자, 직도입, 급여관리, 전기배선, 안전평가, 인사행정, 컨테이너, 플랫폼, 서버구축, 시스템설계, 인사기획, 전기설비, 엔지니어링, 경영기획, 경영컨설팅, 자산관리, 전기, 클라우드아키텍트, 클라우드, 경영기획, 문서관리, 기계조작, 복리후생, 서무, 인사교육, 쿠버네티스",신입·경력,초대졸↑,서울강남구외,정규직외,,,
