,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
567,[성수동] 네트워크 필드 엔지니어 채용(경력),/Recruit/GI_Read/42934922?rPageCode=SL&logpath=2,굿에이치알,"['경력1년↑', '학력무관', '서울성동구외', '정규직']","헤드헌팅, 시스템운영, 네트워크관리, 서버구축, 네트워크관리",경력1년↑,학력무관,서울성동구외,정규직,,,
568,SKT 월드 서버 네트웍 보안 운영,/Recruit/GI_Read/42934353?rPageCode=SL&logpath=2,위쉬정보기술㈜,"['경력', '학력무관', '서울구로구', '정규직외']","SM, SI, ERP",경력,학력무관,서울구로구,정규직외,,,
569,[성서공단] 영업관리직 및 설계 사원모집(주간),/Recruit/GI_Read/42932196?rPageCode=SL&logpath=2,㈜해화테크,"['경력무관', '학력무관', '대구달서구외', '정규직외']","고객관리, 거래처관리, 솔루션영업, 포장기계, 영업기획, 시스템설계, 시스템영업, 3D설계, 가맹점관리, 기술영업, 로봇설계, 거래선개발관리, 전기설계, 매출관리, 시스템분석, 시스템설계, 하드웨어영업, 데이터분석, 반도체영업, 2D설계, 기술지원, 회로설계",경력무관,학력무관,대구달서구외,정규직외,,,
570,[신용산역] 글로벌 토탈 헬스케어 기업 IT Project Specialist 채용,/Recruit/GI_Read/42930993?rPageCode=SL&logpath=2,㈜맨파워코리아,"['경력2년↑', '대졸↑', '서울용산구외', '계약직외']","SI개발, 서버구축, 시스템운영, 서버관리, 시스템운영, 시스템분석, 네트워크관리, 생활용품, 소비재, 시스템설계, 서버구축, 클라이언트, 핀테크, 네트워크관리",경력2년↑,대졸↑,서울용산구외,계약직외,,,
571,"[수원] 성균관대학교 슈퍼컴퓨팅센터 연구, 교육 업무 지원 모집",/Recruit/GI_Read/42930682?rPageCode=SL&logpath=2,㈜유니에스,"['경력', '석사↑', '경기수원시', '도급']","빅데이터, 데이터레이크, ETL, 서버구축, IDC, 네트워크관리, 데이터파이프라인",경력,석사↑,경기수원시,도급,,,
572,[정규직][신입][경력] 스크린 골프 플랫폼 QA 운영 및 금융 플랫폼 등 구축 QA SW 테스트 엔지니어 채용,/Recruit/GI_Read/42928737?rPageCode=SL&logpath=2,㈜티스퀘어,"['경력무관', '초대졸↑', '서울서초구', '정규직', '사원급외']","안드로이드, 아이폰, 테스터, 웹마스터, 모바일App, 소프트웨어테스트, 검증",경력무관,초대졸↑,서울서초구,정규직,사원급외,,
573,[LG그룹] 비즈테크아이 DX BU(영업/서비스/경영정보/금융) 대규모 IT인재 채용,/Recruit/GI_Read/42874890?rPageCode=SL&logpath=21,㈜비즈테크아이,"['경력', '대졸↑', '서울마포구외', '정규직외']","SI개발, SI개발, PL, 시스템설계, 서버구축, 시스템분석, 시스템운영, 제안·컨설팅, PM, 서버관리, 시스템분석, 앱기획, SI개발, UI·UX기획, 클라이언트, 콘텐츠기획, SI개발, 시스템분석, 시스템설계, 클라우드개발자, 아키텍처, 시스템설계, PO, 서비스기획, 서버관리, 클라우드아키텍트, 클라이언트, 네트워크관리, 소프트웨어개발, HTTP",경력,대졸↑,서울마포구외,정규직외,,,
574,[천안아산/주간/기숙사] 자동화반송물류 기술직 설비 엔지니어 제어 및 셋업 정규사원모집,/Recruit/GI_Read/42868663?rPageCode=SL&logpath=21,㈜이음이엔지,"['신입·경력', '초대졸↑', '충남아산시외', '정규직', '3,500~4,000만원']","기구설계, 조립, 회로설계, A·S수리, 기술지원, 반도체장비, 유지보수, 회로설계, PCB, 설비, 설치, 펌웨어, 전기설계, 반도체생산, 금속, 품질테스트, 유지보수",신입·경력,초대졸↑,충남아산시외,정규직,"3,500~4,000만원",,
575,채용연계형 전문기술교육과정 교육생 모집,/Recruit/GI_Read/42860877?rPageCode=SL&logpath=21,대한상공회의소 부산인력개발원,"['경력무관', '학력무관', '부산동구외', '연수생/교육생']","빅데이터, 금속·철강, 기구설계, 조립, 펌웨어, 회로설계, 제어·설계, 캐드원, 밀링, 임베디드, A·S수리, 생산관리, 연마, 딥러닝, 전기·전자, 인공지능, 3D설계, 공공기관, 설비, 정보통신·IT, 설치, 금형설계, 전기설계, 데이터분석, 자격증·기술, 자동차, 로봇설계, CAM, 2D설계, 직업훈련, 품질테스트, 회로, PLC, 절곡",경력무관,학력무관,부산동구외,연수생/교육생,,,
576,"[교육생모집] 유니티부트캠프[메타버스],SW개발,정보보안전문가,멀티미디어,자동화[설비보전],전기분야",/Recruit/GI_Read/42781791?rPageCode=SL&logpath=21,대한상공회의소 경기인력개발원,"['경력무관', '고졸↑', '경기파주시외', '연수생/교육생']","네트워크관리, 전기설비, 회로설계, CAM, 배관·케이블, 제어·설계, 기능학원, 영상제작, 자동제어, 시스템설계, 회로설계, CAD, 영상제작, 정보보안, MCT, 네트워크관리, ISO, 콘텐츠기획, 전기설비, 콘텐츠기획, 영상제작, 네트워크관리, 사회교육, 전기배선, 시스템설계, ISO, 공단, PLC, 콘텐츠기획, 배관·케이블, 로봇설계, 자동제어, 메타버스",경력무관,고졸↑,경기파주시외,연수생/교육생,,,
577,LS전선 R&D 산학장학생(석/박사) 선발,/Recruit/GI_Read/42767908?rPageCode=SL&logpath=21,LS전선㈜,"['신입·경력', '석사↑', '경기군포시외', '연수생/교육생']","전기설비, 빅데이터, 금속·철강, 회로설계, 제어·설계, 신소재, 전기·전자, 신소재, 화학·섬유, 제조·공정, 제품개발, 시스템설계, 전기설비, 제품개발, 금속, 시스템설계, 제품개발, 생산기술, 공정개발, 기계조작, 금속",신입·경력,석사↑,경기군포시외,연수생/교육생,,,
578,일본취업 (국비무료연수) - 3D자동차부품기계설계 15기,/Recruit/GI_Read/42723556?rPageCode=SL&logpath=21,㈜현대CAD디자인직업전문학교,"['경력무관', '초대졸↑', '인천', '연수생/교육생']","건축설계, 메카트로닉스, 자동차부품설계, vr, 기구설계, 메카트로닉스, 조선, 회로설계, 제어·설계, 연구·실험·기술, 인테리어디자인, 캐드원, 건축설계, 음성인식, 유지보수, 직업전문학교, 솔리드웍스, 3D설계, 기계, 기계설비, 제조·공정, 메카트로닉스, 토목설계, 건축CM, 금형설계, 애니메이션, 자동차부품, 전기설계, R&D, 기계설계, 전기설비, 증강현실, CAM, 가설설계, 금속디자인, 메타버스, 전기배선, 3D프린터, 로봇설계, AR, 자동차, 제품개발, CAD, CAM, 2D설계, 품질테스트, CAD자격증, 머시닝센터, 생산기술, 가상현실, NX-UG, 금속",경력무관,초대졸↑,인천,연수생/교육생,,,
579,"[국비무료취업교육] 기계설계 CADㆍCAM, 건축인테리어 CAD, 3D프린팅, VR/AR 콘텐츠 제작, (과정평가형자격)기계설계산업기사 /  / 국내취업ㆍ일본취업(K-MOVE)",/Recruit/GI_Read/42662858?rPageCode=SL&logpath=21,㈜현대CAD디자인직업전문학교,"['경력무관', '고졸↑', '인천', '연수생/교육생']","건축설계, 메카트로닉스, vr, 기구설계, 조경디자인, 증강현실, 회로설계, CAM, 캐드원, 건축설계, CAD, 직업전문학교, 건축시공, 건축설계, 3D설계, 기계, 2D디자인, 토목설계, 가상현실, 건축CM, 금형설계, 메카트로닉스, 전기설계, 영상제작, 제품개발, 증강현실, 가설설계, 캐드원, 메타버스, 메타버스, 자동차, AR, 가설설계, 건축, 제품개발, CAD, CAM, 2D설계, 생산기술, 가상현실, 금속, 기술지원, 자동차, 메타버스",경력무관,고졸↑,인천,연수생/교육생,,,
580,"[울산 고사동/신입무관] SK계열사 PC 단순 장애, 오류 처리 및 관리 OA 헬프데스크 직원모집",/Recruit/GI_Read/42744724?rPageCode=SL&logpath=21,㈜제이엠피코리아,"['신입·경력', '학력무관', '울산남구외', '정규직', '2,500~3,100만원', '사원급외']","A·S수리, 기술지원, 시스템운영, 시스템운영, 설치, PC유지보수, 네트워크관리, OA, 서버구축, 아웃소싱, 서버관리, 네트워크관리, 유지보수",신입·경력,학력무관,울산남구외,정규직,"2,500~3,100만원",사원급외,
581,[메타엠]기술연구소 개발자 채용,/Recruit/GI_Read/42728707?rPageCode=SL&logpath=21,㈜메타엠,"['경력', '학력무관', '서울중구외', '정규직']","GUI, SI개발, 서버관리, 클라이언트, SI개발, 인터페이스, 클라이언트, HTTP",경력,학력무관,서울중구외,정규직,,,
582,[국비무료IT취업교육]JAVA웹앱/프론트엔드/백엔드/풀스택/빅데이터/인공지능 외 자바개발자취업교육과정/준비된 인재로 취업하기/SW융복합 인재양성 /수료전부터 취업연계매칭시스템,/Recruit/GI_Read/42730931?rPageCode=SL&logpath=21,한국ICT인재개발원,"['신입·경력', '고졸↑', '서울', '연수생/교육생']","Java, 디버깅, 백엔드, 아키텍처 설계, 자바, 프론트엔드, AWS, AI, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, 반응형웹, 인터페이스, 증강현실, 가상현실, 암호화폐, 음성인식, 인터페이스, 챗봇, 핀테크, SI개발, 메타버스, 클라이언트, SI개발, 모델링, 딥러닝, 자연어처리(NLP), 음성인식, 이미지프로세싱, 인공지능, 챗봇, 웹마스터, GUI, 반응형웹, 웹표준·웹접근성",신입·경력,고졸↑,서울,연수생/교육생,,,
583,[카카오엔터테인먼트/모니터링/엑셀] 음원서비스 모니터링 모집 (판교역),/Recruit/GI_Read/42979819?rPageCode=SL&logpath=21,㈜엠제이플렉스,"['경력무관', '학력무관', '경기성남시외', '파견직']","전산입력, 모니터링, 엑셀, 자료조사, Excel, 상품 모니터링, 데이터시각화, BI, 사이트관리, 서비스 모니터링, 문서작성, 데이터분석, 분석모델링, 아웃소싱, 음원서비스, 엔터테인먼트",경력무관,학력무관,경기성남시외,파견직,,,
584,[역삼/글로벌게임사] Tech Designer,/Recruit/GI_Read/42976364?rPageCode=SL&logpath=21,㈜아데코코리아,"['경력무관', '학력무관', '서울강남구외', '파견직']","웹표준·웹접근성, 게임기획, 게임운영관리, 웹게임, 게임개발, 베타테스터",경력무관,학력무관,서울강남구외,파견직,,,
585,[역삼/글로벌게임사] Web FE Specialist,/Recruit/GI_Read/42976314?rPageCode=SL&logpath=21,㈜아데코코리아,"['경력무관', '학력무관', '서울강남구외', '파견직']","게임기획, 게임운영관리, 웹게임, 게임개발, 베타테스터",경력무관,학력무관,서울강남구외,파견직,,,
586,[역삼/글로벌게임사] Build Engineer,/Recruit/GI_Read/42976436?rPageCode=SL&logpath=21,㈜아데코코리아,"['경력무관', '학력무관', '서울강남구외', '파견직']","클라이언트, 게임기획, 게임운영관리, 웹게임, 게임개발, 베타테스터",경력무관,학력무관,서울강남구외,파견직,,,
587,[양재/직접계약] 대기업계열사 IT Helpdesk,/Recruit/GI_Read/42970528?rPageCode=SL&logpath=21,㈜맨파워코리아,"['경력1년↑', '초대졸↑', '서울서초구외', '계약직']","유지보수, 통신설비, 서버관리, 시스템운영, 네트워크관리, 정보통신, 서버구축, 클라이언트",경력1년↑,초대졸↑,서울서초구외,계약직,,,
588,[골프존GDR아카데미] 클라이언트 개발자 모집,/Recruit/GI_Read/42965682?rPageCode=SL&logpath=21,골프존지디알아카데미 주식회사,"['경력3년↑', '학력무관', '서울강남구', '정규직', '팀원']","스포츠센터, 클라이언트",경력3년↑,학력무관,서울강남구,정규직,팀원,,
589,[메타엠] 컨택센터 시스템 인프라 담당 PM 채용,/Recruit/GI_Read/42957204?rPageCode=SL&logpath=21,㈜메타엠,"['경력', '고졸↑', '서울영등포구외', '정규직', '과장~차장급']","IVR, 콜센터, 시스템운영, 네트워크관리, IDC, 아웃소싱, 가상현실, 교환시스템",경력,고졸↑,서울영등포구외,정규직,과장~차장급,,
590,[일본현지근무] 일본 호텔/지상직 관광 서비스 & 일본 IT 취업,/Recruit/GI_Read/42817649?rPageCode=SL&logpath=21,㈜글로벌인,"['경력무관', '학력무관', '서울영등포구외', '연수생/교육생']","프론트, 호텔, GRO(컨시어지), 예약·발권, 호텔사무, 리조트, 데이터분석가, 백엔드, 모바일앱개발, 모바일App, 프론트엔드, JLPT, 소프트웨어개발, 웹마스터, 외국어, 서버구축, 시스템운영, 일본어, 시스템운영, 세미나, NET, 고객지원, 웹프로그래머, 컨시어지, 면세점, 웹마스터, 호텔리어, 공항지상직, 밸맨, 호텔콘도, 서버개발, 홀매니저, 항공사, 전시컨벤션, IT, 호텔.콘도, IT학원, 고객안내, 앱개발, 모바일, 서버구축, 캐셔, Java, 공항, 예약발권, 일본, IT컨설팅, 국비지원, 데이터엔지니어, SE(시스템엔지니어), 벨맨, 항공사무",경력무관,학력무관,서울영등포구외,연수생/교육생,,,
591,SW QA/QC 팀원 채용,/Recruit/GI_Read/42737835?rPageCode=SL&logpath=21,㈜엠아이티마스,"['경력2년↑', '초대졸↑', '서울용산구', '정규직']","테스터, 웹마스터, 컴퓨터, AS, 검증, 유지보수",경력2년↑,초대졸↑,서울용산구,정규직,,,
592,[천안/1년] 독일계 반도체 회사 IT ERP Support 채용,/Recruit/GI_Read/42974119?rPageCode=SL&logpath=21,㈜맨파워코리아,"['경력무관', '대졸↑', '충남천안시', '계약직외']","유지보수, 시스템운영, 기계조작, 반도체, 시스템분석, 시스템설계, 반도체생산, 설치, 기술지원, 서버관리, 네트워크관리, 기술지원",경력무관,대졸↑,충남천안시,계약직외,,,
593,(주5일/신입가능)유명IT 프로그램설치 방문서비스 고객응대,/Recruit/GI_Read/42971735?rPageCode=SL&logpath=21,피엔에이링크,"['신입·경력', '학력무관', '서울중구외', '계약직외', '', '240만원이상(월)', '사원급외']","A·S수리, 기술지원, 시스템운영, 설치, 네트워크관리, 서버관리, 유지보수",신입·경력,학력무관,서울중구외,계약직외,,240만원이상(월),사원급외
594,[강남/FLO/드림어스컴퍼니] 품질관리 채용,/Recruit/GI_Read/42970739?rPageCode=SL&logpath=21,프리머스HR㈜,"['경력무관', '학력무관', '서울서초구외', '계약직', '205만원이상(월)']","전산입력, 품질보증, 테스터, 검증, 문서관리, 음반배급, 문서작성, 음반기획, ISO, 음반사, 음반제작, 검증, 음반판매",경력무관,학력무관,서울서초구외,계약직,205만원이상(월),,
595,[강남/FLO/SK계열사] 드림어스컴퍼니에서 품질관리 보조 채용,/Recruit/GI_Read/42970719?rPageCode=SL&logpath=21,프리머스HR㈜,"['경력무관', '학력무관', '서울서초구외', '계약직', '205만원이상(월)']","전산입력, 품질보증, 테스터, 검증, 문서관리, 음반배급, 문서작성, 음반기획, ISO, 음반사, 음반제작, 검증, 음반판매",경력무관,학력무관,서울서초구외,계약직,205만원이상(월),,
596,[섹타나인 계열사/ 마포] App 테스트 QC 사원 채용,/Recruit/GI_Read/42972705?rPageCode=SL&logpath=21,주식회사 엠피씨플러스,"['경력1년↑', '학력무관', '서울마포구외', '파견직', '240~250만원(월)', '팀원']","사이트관리, 고객경험관리, 테스터, 문서관리, 콜센터, 전화상담, 고객지원, 단순안내, 문서작성, QC, 기술상담",경력1년↑,학력무관,서울마포구외,파견직,240~250만원(월),팀원,
597,[영등포/외국계중견기업] 신입 엔지니어 채용 (1:1 멘토링 진행 예정),/Recruit/GI_Read/42972425?rPageCode=SL&logpath=21,㈜아데코코리아,"['신입', '대졸↑', '서울영등포구외', '계약직외']","메카트로닉스, 펌웨어, 시스템운영, 임베디드, 시스템분석, 시스템설계, 제품개발, 서버관리, 생산기술, 금속, 자동제어",신입,대졸↑,서울영등포구외,계약직외,,,
598,[주5일] 외국계대기업 계열사 기술개발 채용 (정규직)(경북),/Recruit/GI_Read/42971191?rPageCode=SL&logpath=21,피엔에이링크,"['경력무관', '대졸↑', '경북구미시외', '정규직', '사원급외']","시스템설계, 기술개발",경력무관,대졸↑,경북구미시외,정규직,사원급외,,
599,[광화문/외국계리테일] IT Helpdesk 사원급 채용,/Recruit/GI_Read/42971904?rPageCode=SL&logpath=21,㈜아데코코리아,"['경력무관', '학력무관', '서울중구', '계약직외']","패션, 시스템운영, 시스템운영, 방화벽, 네트워크관리, 네트워크관리, 서버구축, 서버관리, 네트워크관리",경력무관,학력무관,서울중구,계약직외,,,
600,[주5일] 르노코리아자동차 본사 홈페이지 관리직 채용,/Recruit/GI_Read/42969539?rPageCode=SL&logpath=21,동호에이치알㈜,"['경력무관', '학력무관', '서울강남구외', '계약직외', '', '2,985만원이상', '사원급외']","전산입력, 웹표준·웹접근성, GUI, 웹디자인, 테스터, 웹마스터, 사이트관리, 반응형웹, 홈페이지 관리, 문서작성, 웹마스터, 웹디자이너, 문서관리, 자동차, 웹개발자, 검증",경력무관,학력무관,서울강남구외,계약직외,,"2,985만원이상",사원급외
601,[NICE그룹] 논현KIDC/결제모니터링업무/전산OP/식비복지비별도/IT신입환영/업계최고복지,/Recruit/GI_Read/42958693?rPageCode=SL&logpath=21,㈜파인스태프,"['경력무관', '고졸↑', '서울강남구외', '정규직외', '', '3,000~3,150만원', '사원급외']","별정통신, 서버구축, 시스템운영, 네트웍구축, 시스템운영, 방화벽, 네트워크관리, 보안관제, IDC, 네트워크관리, 정보보안, 통신, 서버구축, 서버관리, 암호화폐, 네트워크관리, 유비쿼터스",경력무관,고졸↑,서울강남구외,정규직외,,"3,000~3,150만원",사원급외
602,[나이키코리아/강남] NIKE MPO Seasonal execution analyst admin 채용,/Recruit/GI_Read/42951659?rPageCode=SL&logpath=21,㈜제니엘,"['신입·경력', '학력무관', '서울강남구외', '파견직']","창고관리, 데이터관리, 물류센터, 납품, 납품, 모델링, 배차, 상품입출고, 재고관리, 데이터마이닝, 보세운송, 아웃소싱, 외주관리, DW모델러, DB튜닝",신입·경력,학력무관,서울강남구외,파견직,,,
603,[종각역/영어가능]외국계 패션 그룹 회사 IT Helpdesk 신입/경력 모집,/Recruit/GI_Read/42905871?rPageCode=SL&logpath=21,㈜보보스링크,"['경력', '초대졸↑', '서울중구외', '계약직', '사원급외']","백화점, A·S수리, 기술지원, 할인점, 서버구축, 시스템운영, 시스템운영, 설치, 네트워크관리, 의류매장, 서버구축, 서버관리, 네트워크관리, 유지보수, 잡화매장",경력,초대졸↑,서울중구외,계약직,사원급외,,
604,&아산/셔틀/주5일 유명기업 IT서버/자산관리 직원채용,/Recruit/GI_Read/42864268?rPageCode=SL&logpath=21,㈜맨파워코리아,"['경력무관', '대졸↑', '충남아산시외', '파견직']","별정통신, 웹호스팅, 테스터, 웹마스터, 서버구축, 시스템운영, 네트웍구축, 시스템운영, 네트워크관리, 시스템설계, IDC, 통신, 서버구축, 서버관리, 검증, 네트워크관리",경력무관,대졸↑,충남아산시외,파견직,,,
605,[정자&판교] SK계열사 PC 유지보수 및 장애처리 정규직,/Recruit/GI_Read/42803915?rPageCode=SL&logpath=21,㈜제이엠피코리아,"['신입·경력', '학력무관', '경기성남시외', '정규직', '206만원이상(월)']","네트워크관리, 아웃소싱, 서버관리",신입·경력,학력무관,경기성남시외,정규직,206만원이상(월),,
606,[울산/용잠동/정규직] SK계열사 프로그램 재설치 및 유지보수 헬프데스크,/Recruit/GI_Read/42685760?rPageCode=SL&logpath=21,㈜제이엠피코리아,"['신입·경력', '학력무관', '울산남구외', '정규직', '220~230만원(월)', '사원급외']","A·S수리, 기술지원, 시스템운영, 시스템운영, 설치, PC유지보수, 네트워크관리, OA, 서버구축, 아웃소싱, 서버관리, 네트워크관리, 유지보수",신입·경력,학력무관,울산남구외,정규직,220~230만원(월),사원급외,
