,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
4075,"[유니콘기업 RIDI] 모바일 앱 엔지니어(안드로이드, iOS) 채용",/Recruit/GI_Read/42923571?rPageCode=SL&logpath=21,리디㈜,"['경력5년↑', '학력무관', '서울강남구외', '정규직']","인터넷만화, 컨텐츠",경력5년↑,학력무관,서울강남구외,정규직,,,
4076,(주)더즌 채용 (시스템인프라팀 DBA),/Recruit/GI_Read/42923482?rPageCode=SL&logpath=21,㈜더즌,"['경력3년↑', '학력무관', '서울서초구', '정규직']","데이터관리, 솔루션, DBMS, 소프트웨어개발",경력3년↑,학력무관,서울서초구,정규직,,,
4077,버넥트 경력직 채용(재무회계),/Recruit/GI_Read/42922127?rPageCode=SL&logpath=21,㈜버넥트,"['신입·경력1년↑', '초대졸↑', '서울용산구', '정규직']","모바일앱개발, 증강현실, 유니티, 솔루션, 재무, 회계, XR, 가상현실, 메타버스, 메타버스, AR, metaverse, MR, 소프트웨어개발",신입·경력1년↑,초대졸↑,서울용산구,정규직,,,
4078,[FIET] Data Scientist 채용,/Recruit/GI_Read/42922121?rPageCode=SL&logpath=21,㈜피에트,"['경력4년↑', '학력무관', '서울강남구', '정규직']",데이터분석,경력4년↑,학력무관,서울강남구,정규직,,,
4079,UI/UX 기획자 & 디자이너 & 퍼블리셔 채용,/Recruit/GI_Read/42921171?rPageCode=SL&logpath=21,메가존㈜,"['경력2년↑', '대졸↑', '서울강남구', '정규직']","퍼블리싱, UI/UX, 소프트웨어개발, BI, BigData",경력2년↑,대졸↑,서울강남구,정규직,,,
4080,"[연구개발] 신약개발 AI, 신약개발 Bioinformatics 채용",/Recruit/GI_Read/42921754?rPageCode=SL&logpath=21,목암생명과학연구소,"['신입·경력', '석사↑', '서울서초구', '정규직']","생명공학, 바이오, 인공지능, 제약, 제약·바이오R&D",신입·경력,석사↑,서울서초구,정규직,,,
4081,차량용 AVN S/W개발지원 Manager (CI / RM / PMO / JIRA Manager),/Recruit/GI_Read/42920545?rPageCode=SL&logpath=21,㈜텔레컨스,"['경력무관', '학력무관', '서울금천구외', '정규직외', '', '4,000~6,500만원', '사원급외']","PMO, CI, SQA, cm, AVN, 소프트웨어개발, SW개발 품질관리",경력무관,학력무관,서울금천구외,정규직외,,"4,000~6,500만원",사원급외
4082,[셀트리온헬스케어/ IT지원 / 인프라관리] 셀트리온헬스케어 IT팀 HelpDesk 채용,/Recruit/GI_Read/42773431?rPageCode=SL&logpath=2,티오에스코리아,"['경력무관', '학력무관', '인천연수구외', '계약직외', '', '3,060만원이상']","바이오, 서버구축, 제약, 정보보안, 의약, 서버관리, 네트워크관리, 인프라",경력무관,학력무관,인천연수구외,계약직외,,"3,060만원이상",
4083,[정규직] 네트워크 엔지니어 경력 채용,/Recruit/GI_Read/42766979?rPageCode=SL&logpath=2,유어파트너스,"['경력2년↑', '학력무관', '서울강남구', '정규직', '5,000만원이상', '과장~차장급외']","방화벽, 네트워크, 인프라, 유지보수",경력2년↑,학력무관,서울강남구,정규직,"5,000만원이상",과장~차장급외,
4084,[외국계 기업] IT Field Engineer Sub Leader급 경력자 모집,/Recruit/GI_Read/42762284?rPageCode=SL&logpath=2,㈜엠아이티마스,"['경력4년↑', '초대졸↑', '서울송파구외', '정규직', '2,700만원이상', '사원급외']","네트워크관리, 컴퓨터, AS, 유지보수",경력4년↑,초대졸↑,서울송파구외,정규직,"2,700만원이상",사원급외,
4085,[역삼] 온라인 게임 QA테스터 (10월 입사),/Recruit/GI_Read/42762082?rPageCode=SL&logpath=2,㈜아데코코리아,"['경력무관', '학력무관', '서울강남구', '파견직', '236만원이상(월)', '사원급외']","게임마케팅, 모바일앱게임, 스포츠, 테스터, QA, 게임기획, 축구, 게임기획, 스토리보드, 게임개발, 게임QA, 3D온라인게임, 서비스기획, 검증",경력무관,학력무관,서울강남구,파견직,236만원이상(월),사원급외,
4086,"울산, 기흥, 서울 ABAP 개발ㆍ컨설 모집",/Recruit/GI_Read/42751280?rPageCode=SL&logpath=2,㈜펜타크리드,"['경력6년↑', '대졸↑', '서울강남구외', '계약직외', '', '본부장/센터장외']","ERP, SAP, ABAP, 소프트웨어개발",경력6년↑,대졸↑,서울강남구외,계약직외,,본부장/센터장외,
4087,골프용 모바일 하이브리드 서비스 PG개발 및 운영 경력자 구인,/Recruit/GI_Read/42749021?rPageCode=SL&logpath=2,㈜그린재킷,"['경력무관', '대졸↑', '서울강남구외', '정규직', '5,000만원이상', '주임~대리급외']","모바일앱개발, ERP, 소프트웨어개발",경력무관,대졸↑,서울강남구외,정규직,"5,000만원이상",주임~대리급외,
4088,골프용 모바일 하이브리드 서비스 앱 개발 경력자 구인,/Recruit/GI_Read/42748978?rPageCode=SL&logpath=2,㈜그린재킷,"['경력3년↑', '대졸↑', '서울강남구외', '정규직', '5,000만원이상', '주임~대리급외']","모바일앱개발, ERP, 소프트웨어개발",경력3년↑,대졸↑,서울강남구외,정규직,"5,000만원이상",주임~대리급외,
4089,골프용 모바일 하이브리드 서비스 웹 개발 경력자 구인,/Recruit/GI_Read/42748890?rPageCode=SL&logpath=2,㈜그린재킷,"['경력3년↑', '대졸↑', '서울강남구외', '정규직', '5,000만원이상', '주임~대리급외']","모바일앱개발, ERP, 소프트웨어개발",경력3년↑,대졸↑,서울강남구외,정규직,"5,000만원이상",주임~대리급외,
4090,"[현대커머셜/Operation팀] 온라인 대출 프로세스 운영/개발, 이자 정산 업무",/Recruit/GI_Read/42751964?rPageCode=SL&logpath=2,㈜마루에이치알,"['경력무관', '고졸↑', '서울영등포구외', '계약직', '3,122~3,600만원']","전산입력, 대출심사, 서치펌, 헤드헌팅, 행정, 사이트관리, 문서작성, 채권, 서무, 투자심사, 보상, 손해평가",경력무관,고졸↑,서울영등포구외,계약직,"3,122~3,600만원",,
4091,라미랩(주) - 공간정보 웹개발 경력자 채용,/Recruit/GI_Read/42747912?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력3년↑', '초대졸↑', '대전유성구외', '정규직']","솔루션, 소프트웨어개발",경력3년↑,초대졸↑,대전유성구외,정규직,,,
4092,2023년 경기도형 대학생 취업브릿지 대학생 현장실습 참여자 모집,/Recruit/GI_Read/42897727?rPageCode=SL&logpath=21,(재)경기도일자리재단,"['경력무관', '대졸↑', '경기전지역외', '인턴']",재단법인,경력무관,대졸↑,경기전지역외,인턴,,,
4093,[모비게임즈] 인프라엔지니어 경력직 채용,/Recruit/GI_Read/42919830?rPageCode=SL&logpath=21,㈜모비게임즈,"['경력5년↑', '학력무관', '서울강남구', '정규직']","모바일앱게임, 서버구축, 시스템운영, 시스템운영, 시스템분석, 네트워크관리, 게임, 서버구축, 서버관리, 네트워크관리",경력5년↑,학력무관,서울강남구,정규직,,,
4094,안양샘병원 전산팀 인프라 운영 담당자 채용,/Recruit/GI_Read/42919806?rPageCode=SL&logpath=21,의료법인 효산의료재단 안양샘병원,"['신입·경력1년↑', '초대졸↑', '경기안양시', '정규직', '사원급외']","시스템운영, 종합병원",신입·경력1년↑,초대졸↑,경기안양시,정규직,사원급외,,
4095,[국비전액무료] IT 취업 클라우드/자바/웹 애플리케이션 개발 교육훈련생 모집,/Recruit/GI_Read/42919764?rPageCode=SL&logpath=21,㈜엠아이티능력개발원,"['경력무관', '학력무관', '경기수원시', '정규직', '사원급']","기능학원, 교사, 정보통신·IT",경력무관,학력무관,경기수원시,정규직,사원급,,
4096,2023년 신입/경력 각 부문 채용,/Recruit/GI_Read/42909635?rPageCode=SL&logpath=21,㈜사이냅소프트,"['신입·경력', '학력무관', '서울강서구외', '정규직', '사원급외']","기술지원, 모바일앱개발, 솔루션, 시스템엔지니어, C++, Java, jsp, WAS, JavaScript, PyTorch, 모바일앱개발, 소프트웨어개발, 솔루션, WAS, 시장조사, 데이터분석, 브랜드기획, 콘텐츠기획, 브랜딩, 영상제작, 콘텐츠기획, SNS마케팅, 언론홍보, 펌웨어, 빅데이터, 데이터분석, 딥러닝, 자연어처리(NLP), 인공지능, 검증, 테스터, 기술영업, 솔루션영업, 웹사이트구축영업, 거래처관리, 매출관리, 영업기획, 기술지원, 설치, 유지보수",신입·경력,학력무관,서울강서구외,정규직,사원급외,,
4097,"Computer / Network / Data / Server 엔지니어 신입, 경력",/Recruit/GI_Read/42927700?rPageCode=SL&logpath=21,제이케이컴퓨터,"['경력무관', '학력무관', '서울금천구', '정규직', '3,000~3,200만원', '팀장/매니저/실장']","서버구축, 네트웍구축, 컴퓨터기기판매, 네트워크관리",경력무관,학력무관,서울금천구,정규직,"3,000~3,200만원",팀장/매니저/실장,
4098,[대전] XR 실감콘텐츠 개발자 채용공고,/Recruit/GI_Read/42927480?rPageCode=SL&logpath=21,㈜케이쓰리아이,"['경력5년↑', '초대졸↑', '대전유성구', '정규직', '주임~대리급외']","유니티, 컨텐츠, 증강현실, 가상현실, 언리얼",경력5년↑,초대졸↑,대전유성구,정규직,주임~대리급외,,
4099,[롯데정보통신] 카드IS 3팀 인터페이스시스템 운영 경력채용,/Recruit/GI_Read/42927298?rPageCode=SL&logpath=21,롯데정보통신㈜,"['경력3년↑', '대졸↑', '서울중구', '정규직']","모바일앱개발, 솔루션, BI, asp, 소프트웨어개발",경력3년↑,대졸↑,서울중구,정규직,,,
4100,[롯데정보통신] SWA팀 프레임워크 개발/운영 경력채용,/Recruit/GI_Read/42926932?rPageCode=SL&logpath=21,롯데정보통신㈜,"['경력7년↑', '대졸↑', '서울금천구', '정규직']","모바일앱개발, 솔루션, BI, asp, 소프트웨어개발",경력7년↑,대졸↑,서울금천구,정규직,,,
4101,LG유플러스 경기 김포서비스센터-(주)서아정보통신  개통AS 멀티홈매니저 모집,/Recruit/GI_Read/42926621?rPageCode=SL&logpath=21,서아정보통신,"['경력무관', '학력무관', '경기김포시', '정규직', '사원급']","전산입력, 텔레콤, 통신",경력무관,학력무관,경기김포시,정규직,사원급,,
4102,C++ 자율주행(AMR) 개발자 모집,/Recruit/GI_Read/42926255?rPageCode=SL&logpath=21,로드러너㈜,"['경력2년↑', '학력무관', '경기군포시', '정규직', '팀원']","솔루션, 클라이언트, 소프트웨어개발",경력2년↑,학력무관,경기군포시,정규직,팀원,,
4103,(주)셀러라이프 경력 개발자 모집,/Recruit/GI_Read/42926106?rPageCode=SL&logpath=21,셀러라이프,"['경력1년↑', '학력무관', '서울금천구', '정규직']","서버관리, 소프트웨어개발",경력1년↑,학력무관,서울금천구,정규직,,,
4104,차량용 소프트웨어 QA 정규직 채용,/Recruit/GI_Read/42925850?rPageCode=SL&logpath=21,바이탈오토㈜,"['경력', '대졸↑', '경기성남시', '정규직', '3,000~5,000만원', '사원급외']","테스터, 검증",경력,대졸↑,경기성남시,정규직,"3,000~5,000만원",사원급외,
4105,사내 인프라 사업관리 / 유지보수 (경력직 채용),/Recruit/GI_Read/42925821?rPageCode=SL&logpath=21,㈜에스이정보,"['경력4년↑', '학력무관', '서울영등포구', '정규직', '4,700만원이상']","방화벽, 네트워크관리, 인프라, 유지보수",경력4년↑,학력무관,서울영등포구,정규직,"4,700만원이상",,
4106,(병점역) 정보기술개발 분야 교강사 채용,/Recruit/GI_Read/42925780?rPageCode=SL&logpath=21,글로벌직업전문학교,"['경력5년↑', '대졸↑', '경기화성시', '계약직외', '', '팀원']","GUI, SI개발, 인터페이스, 자격증·기술, IT학원, 아키텍처, 시스템설계, 반응형웹, 직업훈련",경력5년↑,대졸↑,경기화성시,계약직외,,팀원,
4107,[롯데정보통신] 화학IS팀 ESG시스템 경력채용,/Recruit/GI_Read/42925559?rPageCode=SL&logpath=21,롯데정보통신㈜,"['경력2년↑', '대졸↑', '서울송파구', '정규직']","모바일앱개발, 솔루션, BI, asp, 소프트웨어개발",경력2년↑,대졸↑,서울송파구,정규직,,,
4108,SE 경력자 모집,/Recruit/GI_Read/42925539?rPageCode=SL&logpath=21,(주)사우정보기술,"['경력', '학력무관', '서울구로구외', '정규직외', '', '주임~대리급외']","SM, 시스템운영, 서버관리",경력,학력무관,서울구로구외,정규직외,,주임~대리급외,
4109,시스템운영 및 보안관리 사원모집,/Recruit/GI_Read/42925522?rPageCode=SL&logpath=21,(주)사우정보기술,"['신입·경력', '초대졸↑', '서울구로구외', '정규직외', '', '사원급외']","SM, 데이터관리, 시스템운영, 네트워크관리, 서버관리",신입·경력,초대졸↑,서울구로구외,정규직외,,사원급외,
4110,NETWORK 관리자 모집,/Recruit/GI_Read/42925517?rPageCode=SL&logpath=21,(주)사우정보기술,"['경력1년↑', '학력무관', '서울구로구외', '정규직외', '', '주임~대리급외']","네트웍구축, 네트워크관리",경력1년↑,학력무관,서울구로구외,정규직외,,주임~대리급외,
4111,[피닉스다트] 시스템개발자 모집,/Recruit/GI_Read/42924935?rPageCode=SL&logpath=21,㈜피닉스다트,"['경력무관', '초대졸↑', '서울구로구', '정규직', '팀원']","아케이드게임, 시스템운영, 시스템운영, 시스템분석, 시스템설계, 서버관리",경력무관,초대졸↑,서울구로구,정규직,팀원,,
4112,Power FAE 엔지니어 및 반도체 제품 영업 모집 [신입/경력],/Recruit/GI_Read/42924847?rPageCode=SL&logpath=21,에스제이솔루션,"['신입·경력', '학력무관', '경기안양시외', '정규직']","고객관리, PCB, 거래처관리, 솔루션영업, 전자통신, 정보통신, 영업기획, 시스템영업, LCD, 시스템운영, 영업전략, 가맹점관리, 기술영업, 거래선개발관리, 웹사이트구축영업, SMPS, 매출관리, 하드웨어영업, 제어·설계, 대리점관리, PCB, 데이터분석, 반도체영업, 정보통신, Micom, 기술지원, 네트워크영업, 서버관리, DC POWER",신입·경력,학력무관,경기안양시외,정규직,,,
4113,[신입/경력직] 엔지니어 채용,/Recruit/GI_Read/42924605?rPageCode=SL&logpath=21,㈜아키브소프트,"['경력무관', '학력무관', '경기고양시', '정규직', '주임~대리급외']",서버관리,경력무관,학력무관,경기고양시,정규직,주임~대리급외,,
4114,AI 리서치 엔지니어 [전문연구요원],/Recruit/GI_Read/42924249?rPageCode=SL&logpath=21,에버엑스㈜,"['경력2년↑', '학력무관', '서울서초구', '정규직']","딥러닝, 인공지능, 이미지프로세싱, AI 리서치 엔지니어, 의료기기, 모델링",경력2년↑,학력무관,서울서초구,정규직,,,
4115,데이타센터 모니터링 직원 채용,/Recruit/GI_Read/42924200?rPageCode=SL&logpath=21,㈜스마트정보,"['경력무관', '고졸↑', '경기용인시', '정규직', '사원급외']","시스템운영, 보안관제",경력무관,고졸↑,경기용인시,정규직,사원급외,,
4116,"웹디자인, 웹퍼블리셔 국가기간훈련강사 채용",/Recruit/GI_Read/42924089?rPageCode=SL&logpath=21,삼성직업전문학교,"['경력', '학력무관', '서울도봉구', '정규직외']","웹표준·웹접근성, GUI, GUI, 웹디자인, 직업전문학교, 모바일디자인, 반응형웹, 웹마스터, 자격증·기술, 직업훈련, UI·UX기획",경력,학력무관,서울도봉구,정규직외,,,
