링크,회사명,법인명,채용내용,태그,뱃지,근무지,모집구분,학력조건
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624936,(주)부드러운돌멩이,None,[성수/중식제공] 프론트엔드 개발자 채용(2년이상),['웹개발프론트엔드DWETLNginx 외'],None,서울 성동구,2 ~ 6년 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46603253,(주)에이아이매틱스,유니퀘스트그룹,[에이아이매틱스] AI 솔루션 개발 엔지니어 채용,['알고리즘클라우드AI(인공지능)AWSC++ 외'],급성장중,서울 영등포구 외,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615447,(주)세스코,None,㈜세스코 환경가전사업연구실 펌웨어개발 (6년 이상 경력),['임베디드펌웨어IoTMCU설계엔지니어 외'],None,서울 강동구,경력 6년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615648,(주)세스코,None,(주)세스코 R&BD실 선행개발팀 관제시스템 설계/개발 (8년 이상),"['백엔드', '서버개발SE(시스템엔지니어)APIC#Javascript 외']",None,서울 강동구,경력 8년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615571,(주)세스코,None,(주)세스코 R&BD실 선행개발팀 무선네트워크 개발/설계(8년이상),['네트워크정보통신IoTR'],None,서울 강동구,경력 8년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46605223,(주)세스코,None,(주)세스코 R&BD실 장비솔루션팀 전자개발/설계 연구원(3-7년),['임베디드펌웨어MCU설계엔지니어전기설계 외'],None,서울 강동구,3 ~ 7년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46552986,(주)타이코콜렉션,None,"웹디자인모집(반응형, HTML,CSS,경력,재택업무)",['CSSHTML웹디자인일러스트레이터드림위버 외'],None,경기 고양시 일산서구,경력무관 · 프리랜서,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46379031,(주)소프트가든,None,웹 개발 경력직 채용 (정규직),['웹개발솔루션풀스택'],None,서울 영등포구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46596538,(주)소프트가든,None,자체 솔루션 프로그램 테스트 사원 모집,"['QA', '테스터솔루션SQL']",None,서울 영등포구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46596514,(주)소프트가든,None,DB 보안 솔루션 엔지니어 모집,['기술지원DBMSLinux솔루션SQL'],None,서울 영등포구,경력 5년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46551329,(주)리파인,None,(주)리파인 각 부문별 신입/경력 채용공고,"['데이터분석가데이터엔지니어백엔드', '서버개발유지보수정보보안 외']",IT개발·데이터 지원 급상승,서울 강남구 외,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46576468,(주)아모텍,아모텍그룹,(주)아모텍 각 부문별 신입사원 모집,"['기술지원데이터엔지니어백엔드', '서버개발유지보수정보보안 외']",인기있는,서울 서초구 외,신입 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46576905,(주)아모텍,아모텍그룹,(주)아모텍 각 부문별 경력사원 모집,"['기술지원백엔드', '서버개발유지보수DBASE(시스템엔지니어) 외']",인기있는,서울 서초구 외,경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46590277,메디컬아이피(주),None,[서울대병원 1호 스타트업] 3D 프린팅 해부학 의료모델 (수시채용),"['유지보수S', 'W전산회계관리회계기업회계 외']",시리즈C 투자유치,서울 종로구 외,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46590715,메디컬아이피(주),None,[서울대병원 1호 스타트업] 의료연구개발/개발자 (수시채용),"['데이터분석가데이터엔지니어백엔드', '서버개발웹개발웹마스터 외']",시리즈C 투자유치,서울 종로구 외,신입 · 경력 · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46582267,(주)리팅랩스,None,[증원/확장] 총무/구매/재무/기획/분석팀 채용,['PythonRSQL법인결산자금관리 외'],시리즈A 투자유치,부산 부산진구 외,경력 3년↑ · 정규직 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46571584,(주)은하수산,은하수산그룹,(주)은하수산 각 부문 신입/경력 채용,['퍼블리셔기술영업무역사무원영업관리영업지원 외'],인기있는,부산 강서구 외,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624863,(주)나루씨큐리티,None,가상화 솔루션 엔지니어 채용 (VMware),['SE(시스템엔지니어)네트워크VMware솔루션스크립트 외'],None,서울 강남구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46535894,(주)티엠티엔지니어링,None,연구소 펌웨어 엔지니어 모집 (경력 및 신입사원),"['H', 'WS', 'W펌웨어']",None,서울 강북구,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624849,(주)트래볼루션,None,PHP 백엔드 개발자를 모십니다.,['웹개발PHP병역특례인프라API'],None,서울 종로구,경력무관 · 정규직 외,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46584664,센시리온오토모티브솔루션즈코리아(주),None,유럽계 자동차부품사 Sales Administrator(영업 관리) 산휴대체 채용,['SAP더존자료조사OA영업관리 외'],유연근무제,서울 구로구 외,경력무관 · 계약직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624813,큐비콤(주),None,[ 시흥  광명 ] 이동통신 장비 관리 엔지니어 모집,"['기술지원정보통신S', 'WVoIP정보처리 외']",None,경기 시흥시,신입 · 경력 · 정규직 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46255714,큐비콤(주),None,[대전 서구] 이동통신 Engineer 모집( NOKIA 장비 ),['SE(시스템엔지니어)정보통신통신엔지니어'],None,대전 서구,경력무관 · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46492910,주식회사 이브이에스,None,"IoT사업부 부문별 정규직 채용-기술지원팀(전기배선, 전기제어)","['H', 'WIoT기구설계전기기사전기제어']",None,서울 강서구,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46589455,(주)브이엔티지,None,로우코드 플랫폼 비즈니스 영업 리더 (8년이상),['데이터분석가IT컨설팅솔루션기술영업시스템영업IT영업 외'],None,서울 마포구,8 ~ 20년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624778,(주)에이티움,None,[강남] PHP개발자 & 데이터 분석가 채용,"['데이터분석가데이터엔지니어백엔드', '서버개발웹개발SI개발 외']",None,서울 서초구,신입 · 경력 · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624776,(주)굿인벤트,None,[송도 삼성바이오 근무] 웹개발자 경력직 모집,"['백엔드', '서버개발웹개발프론트엔드ASPJava 외']",None,인천 연수구,경력 7년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624774,(주)제이시스메디칼,제이시스메디칼그룹,[제이시스메디칼/상장사] 제품기획 신입/경력직 채용,['임베디드펌웨어영업관리영업전략의료기기영업 외'],None,서울 금천구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46558291,(주)스타칸,None,(경력) 백엔드/서버개발 정규직 모집합니다.,"['백엔드', '서버개발유지보수알고리즘클라우드API 외']",None,부산 해운대구,3 ~ 15년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46593925,(주)디알젬,None,(주)디알젬 해외영업&영업관리 신입 및 경력사원 모집,"['H', 'W방사선사의료영상영업직영업마케팅 외']",None,경기 광명시 외,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624718,지에스앤티(주),None,통신공사 공무 사원 모집,['정보통신'],None,경기 광주시,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624704,(주)카카오페이,카카오그룹,[카카오페이] 프론트엔드 개발자 - 카카오페이,['프론트엔드CSSHTMLWebpack'],None,경기 성남시 분당구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624695,(주)유피트코리아,None,"[C#, PHP][삼송] 이커머스 분야 개발자 신입 & 경력 모집",['웹개발C#MySQL유지보수솔루션 외'],None,경기 고양시 덕양구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624692,(주)카카오페이,카카오그룹,[카카오페이] 서버 개발자 - 보안 플랫폼,"['백엔드', '서버개발악성코드DockerJavaKotlin 외']",None,경기 성남시 분당구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624690,(주)카카오페이,카카오그룹,[카카오페이] 서버 개발자 - 금융 서비스,"['백엔드', '서버개발모델링RDBMSDockerJava 외']",None,경기 성남시 분당구,경력 5년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624687,(주)카카오페이,카카오그룹,[카카오페이] 서버 개발자 - 머니클랜,"['백엔드', '서버개발RDBMSJavaSpring']",None,경기 성남시 분당구,경력 4년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624685,(주)카카오페이,카카오그룹,[카카오페이] 서버 개발자 - 혜택 서비스,"['백엔드', '서버개발RDBMSAWSDockerJava 외']",None,경기 성남시 분당구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624678,(주)두잇시스템,None,"서버 어드민 (LG그룹사, 경력, 광주광역시)",['WindowsLinux'],None,광주 광산구,경력 3년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46504538,두루엔케이션(주),None,[동대구]초급개발자(JAVA)경력3년이상개발유지보수직원,['기술지원웹개발SI개발Java'],None,서울 동대문구,3 ~ 7년 · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624620,(주)비플렉스,None,[비플렉스 주니어/시니어 프론트엔드 개발자 채용],['앱개발웹개발프론트엔드API헬스케어 외'],None,서울 서초구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624616,(주)엔이에스,None,Microsoft Azure 플랫폼 운영자 모집,['스크립트WindowsAzure'],None,서울 마포구,3 ~ 8년 · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624613,(주)오베네프,None,[광주] AI+영상제작 강사 모집,['AI(인공지능)영상제작학원강사훈련교사IT강사 외'],None,광주 북구 외,경력 5년↑ · 파트 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624611,브이유컴퍼니,None,[Stable Diffusion활용] AI 프롬프트 엔지니어 채용공고,['AI(인공지능)'],None,대전 서구,경력무관 · 계약직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624554,엔에이치에스,None,[React Native] 로 슈퍼 커리어쌓고 더 좋은곳 이직하실분,['프론트엔드HTMLHTML5JavascriptReact 외'],None,서울 금천구,경력무관 · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624541,이케이 주식회사,None,[4.5일 자율근무] 시스템 엔지니어 경력 채용,['SE(시스템엔지니어)JavaMySQLPHP네트워크 외'],None,경기 용인시 기흥구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624471,(주)에스피메드,None,바이오 스타트업 프론트엔드/백엔드 개발자 채용,"['백엔드', '서버개발프론트엔드AngularAWSGit 외']",None,부산 북구,경력 3년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624414,(주)아텐츠게임아카데미,None,[Atents] 정규직 총무 직원 신규 채용,['유지보수사무직총무내방객응대시설관리 외'],None,서울 강남구,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624387,(주)비바리퍼블리카,비바리퍼블리카그룹,[토스]  Admin 개발 Assistant,['웹개발APISAS'],None,서울 강남구,경력무관 · 계약직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624372,제닉스(주),None,제닉스(주) - 경력 소프트웨어 개발자 채용,"['앱개발임베디드펌웨어MCUS', 'W 외']",None,경기 성남시 분당구 외,3 ~ 11년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46610270,(주)어댑티브,None,(주)어댑티브 SI사업부 JSP/JAVA 백엔드 개발자 채용 (울산),['웹개발JavaOracleDBJSP'],None,울산 중구,경력 3년↑ · 정규직 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624364,(주)카이스,None,[대전] 셋업지원 경력무관 모집,['기술지원유지보수SE(시스템엔지니어)알고리즘솔루션 외'],None,대전 유성구,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624335,(주)업스테어스,None,[폰가비] 웹퍼블리셔 경력 채용 (경력 3년이상 - 10년 이하),['퍼블리셔Node.jsVue.js'],None,서울 마포구,3 ~ 10년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46592478,(주)필라넷,한일홀딩스그룹,필라넷 네트워크 엔지니어(중) 모집 (수원),['유지보수네트워크방화벽트러블슈팅'],None,경기 수원시 영통구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624319,(주)인라이플,인라이플그룹,[주4.5일근무] 인공지능연구소 딥러닝 연구개발자 채용,"['백엔드', '서버개발웹개발데이터마이닝데이터시각화딥러닝 외']",None,서울 구로구 외,경력 3년↓ · 정규직,석사↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46423725,(주)필라넷,한일홀딩스그룹,필라넷 .NET웹개발자 모집 (기흥),['앱개발웹개발웹마스터퍼블리셔네트워크 외'],None,경기 용인시 기흥구,3 ~ 10년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624315,(주)유호스트,None,[금요일 재택/주5일/정규직] 스마트팩토리 사업부 웹개발 시니어,['웹개발ASPHTMLJavaXML 외'],None,서울 서초구,5 ~ 20년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624303,(주)옥타곤솔루션,None,ALTIBASE DBA 정규직 모집합니다(신입),['DBADBMS'],None,경기 성남시 분당구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46418800,(주)혜성테크윈,None,정보통신분야 소프트웨어 및 펌웨어 개발 경력자 모집 신,['CISOSE(시스템엔지니어)네트워크임베디드정보통신 외'],None,경기 성남시 중원구,경력 3년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46603012,(주)더원테크,None,빅데이터 분석 및 시각화 개발자 인턴 모십니다.,['데이터분석가데이터엔지니어SI개발데이터라벨링데이터마이닝 외'],None,서울 금천구,신입 · 경력 · 인턴직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46479132,(주)필라넷,한일홀딩스그룹,"필라넷 Microsoft SCCM 구축,운영 경력 모집 (수원)",['기술지원유지보수IT컨설팅SE(시스템엔지니어)네트워크 외'],None,경기 수원시 영통구,경력 2년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624246,주식회사라인피아,None,라인피아 PC 생산제조 및 업체 관리 영업 부문 채용 공고,['유지보수기술영업영업관리거래처영업공공영업 외'],None,대전 유성구,경력무관 · 정규직 외,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624240,대자인병원,None,"대자인병원 행정직(재무,시설,IT) 사원 채용",['IT컨설팅재무회계시설관리가스기능사도시가스 외'],None,전북 전주시 덕진구,경력무관 · 계약직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46591218,(주)라이온브리지테크놀로지스코리아,None,문자열 추출 및 정리 툴 개발자,['AndroidApache'],None,서울 마포구,경력무관 · 프리랜서,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624206,컨트롤팩토리,None,[R&D]  제어설계 전공자 모집(C언어),['C언어자동제어계측제어PLC제조 외'],None,경기 안산시 단원구,신입 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624201,(주)유호스트,None,"[금요일 재택/주5일/정규직] 클라우드 서버 어드민 (Azure, AWS)","['기술지원백엔드', '서버개발유지보수정보보안프론트엔드 외']",None,서울 서초구,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46556934,(주)텔콘알에프제약,케이피엠테크그룹,(주)텔콘알에프제약 RF사업부 개발/설계 연구원 모집,['정보통신연구원R&D기술연구설계엔지니어 외'],None,경기 용인시 기흥구 외,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624163,한국딥러닝(주),None,[한국딥러닝] 3D 모델러 (재택 및 부업 가능),['데이터라벨링데이터마이닝딥러닝머신러닝빅데이터 외'],None,서울 서초구,경력무관 · 프리랜서,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624161,(주)씨이랩,None,(주)씨이랩 기업부설연구소 전문연구요원 채용[병역특례],"['데이터엔지니어백엔드', '서버개발앱개발웹개발웹마스터 외']",None,서울 강남구,경력무관 · 정규직,석사↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46320943,(주)좋을,None,[신입/경력] 시스템엔지니어 인재 채용,"['기술지원유지보수SE(시스템엔지니어)인프라H', 'W 외']",None,서울 강서구 외,경력무관 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46583751,(주)안랩,안랩그룹,[경력] 오픈소스 관리 시스템 개발 및 운영,"['백엔드', '서버개발유지보수스크립트AngularJava 외']",None,경기 성남시 분당구,경력 2년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46583771,(주)안랩,안랩그룹,[경력] Web 프론트엔드 개발자,['앱개발웹개발프론트엔드빅데이터솔루션 외'],None,경기 성남시 분당구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46583858,(주)안랩,안랩그룹,[경력] 보안 위협 데이터 기반 AI 개발자 모집,['딥러닝AI(인공지능)Python보안솔루션SW개발'],None,경기 성남시 분당구,경력 1년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46583897,(주)안랩,안랩그룹,[경력] EP/NW/보안관제 서비스 기획자,['상품기획서비스기획앱기획웹기획마케팅 외'],None,경기 성남시 분당구,4 ~ 8년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46561460,(주)안랩,안랩그룹,[경력] 제품/서비스 UX 전략 및 UI 디자인 담당자,"['시각디자인웹디자인UI', 'UXFigmaSketch 외']",디자인 지원 급상승,경기 성남시 분당구,경력 2년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46624016,(주)리빌더에이아이,None,AI엔지니어,"['백엔드', '서버개발웹개발프론트엔드SI개발딥러닝 외']",None,서울 서초구,3 ~ 7년 · 정규직 외,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46609246,(주)안랩,안랩그룹,[경력] 보안 제품 Linux 개발자,['정보보안JavaJavascriptLinux프론트엔드 외'],None,경기 성남시 분당구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46609363,(주)안랩,안랩그룹,[신입/경력] Windows 시스템 프로그래밍 개발자,['정보보안WindowsC++C언어악성코드 외'],None,경기 성남시 분당구,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614657,(주)에셈블,None,IT 컨설팅 경력직 채용,['데이터분석가AI(인공지능)C#JavaKotlin 외'],None,대전 유성구,경력 8년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623986,(주)미소정보기술,None,뉴미디어사업본부 웹 프론트엔드 개발자 모집,"['백엔드', '서버개발웹개발프론트엔드JavaAPI 외']",None,서울 강남구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46511126,(주)지후소프트,None,[플젝클라우드] HR 클라우드 서비스 웹 개발 경력직 채용,['기술지원웹개발C#HTMLHTML5 외'],None,서울 영등포구 외,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46569511,플레이24,None,사이트 운영 및 관리자 모집,"['백엔드', '서버개발웹마스터유지보수정보보안게임기획']",None,대구 서구,2 ~ 10년 · 계약직 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623938,(주)에이치케이앤씨,None,BI Web 개발 전문가로 성장하실 분을 찾습니다,['웹개발IT컨설팅JavaJavascriptJSP 외'],None,서울 성동구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623922,(주)위드텍,None,위드텍 채용 공고(장비 운영 및 관리),['유지보수장비운영'],None,경기 화성시,경력무관 · 정규직 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46610496,(주)에이치케이로지스틱스,None,백엔드 개발자 모집,"['백엔드', '서버개발앱개발웹개발']",None,인천 서구,경력 2년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623907,(주)커넥트웨이브,한국이커머스홀딩스그룹,[메이크샵] 시스템 모니터링 및 장애처리,['SE(시스템엔지니어)클라우드DevOpsIDCApache 외'],None,서울 양천구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623906,(주)아이에스에프넷코리아,None,[중구/서울] IT인프라 담당자,"['기술지원유지보수인프라트러블슈팅H', 'W 외']",None,서울 중구,2 ~ 10년 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46601322,(주)컨설트인사이드,None,웹디자이너(퍼블리싱 가능자) 신입 모집공고,"['CSSJavascript웹디자인일러스트레이터UI', 'UX디자인 외']",None,서울 금천구,신입 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623867,코가로보틱스(주),None,[솔루션 사업부] 필드서비스 엔지니어 채용모집,['기술지원네트워크솔루션'],None,서울 성동구,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623853,(주)컨설트인사이드,None,웹디자이너(퍼블리싱 가능자) 경력 모집공고,"['CSSJavascript웹디자인일러스트레이터UI', 'UX디자인 외']",None,서울 금천구,경력 2년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46272987,나무아이씨티(주),나무기술그룹,기술연구소 경력직 개발자 채용 (정규직),"['백엔드', '서버개발웹개발솔루션스크립트인프라 외']",None,서울 강서구,경력 3년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623782,(주)모비텍,None,[모비텍] 프론트엔드 개발자를 모집합니다.,['프론트엔드반응형웹웹표준·웹접근성AjaxCSS 외'],None,부산 연제구,경력 1년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46618745,현대자동차(주),현대자동차그룹,[선행기술원] 초고속 Traction 모터 구동을 위한 제어 개발,['알고리즘임베디드C++Matlab'],None,경기 성남시 분당구,경력 5년↑,박사
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623690,(주)요일,None,(주)요일-백엔드 개발 모집,"['백엔드', '서버개발웹개발AWSDockerElasticStack 외']",None,서울 강남구,5 ~ 10년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623683,(주)넥슨,넥슨그룹,[인텔리전스랩스] 데이터 분석가 (개인화 콘텐츠),['데이터분석가머신러닝PythonSQL'],None,경기 성남시 분당구,경력 2년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46618607,현대자동차(주),현대자동차그룹,[선행기술원] AI 모델 경량화 개발,['딥러닝임베디드MCUAI(인공지능)Python 외'],None,경기 성남시 분당구,경력 5년↑,박사
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623668,(주)넥슨,넥슨그룹,[인텔리전스랩스] MacOS Application 개발자,['SE(시스템엔지니어)MacOSC++Objective-CSwift'],None,경기 성남시 분당구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46618562,현대자동차(주),현대자동차그룹,[선행기술원]SNN기반 Computer Vision 기술 개발(객체인식/추적),['알고리즘컴퓨터비전PythonPytorchTensorflow'],None,경기 성남시 분당구,경력 5년↑,박사
/zf_user/jobs/relay/view?view_type=list&rec_idx=46459073,(주)요일,None,(주)요일-웹퍼블리셔 모집,['웹개발퍼블리셔CSSCSS3HTML 외'],None,서울 강남구,2 ~ 5년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623656,(주)넥슨,넥슨그룹,[인텔리전스랩스] Windows Application 개발자,['SE(시스템엔지니어)Windows'],None,경기 성남시 분당구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623650,(주)브릴스,None,[브릴스(BRILS)]  연구개발·기술·기계설계부 정규직 채용,"['SI개발딥러닝IoTS', 'WAI(인공지능) 외']",None,인천 중구 외,경력 3년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623649,(주)세마그룹,None,[병원컨설팅] PEI 솔루션 운영/관리 및 데이터 통계 분석 담당,"['데이터분석가데이터시각화빅데이터설문조사통계', '분석 외']",None,대구 수성구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46618441,현대자동차(주),현대자동차그룹,[선행기술원] e-PBV 제어용 플랫폼 소프트웨어 개발,"['네트워크미들웨어MCUS', 'W아키텍쳐']",None,경기 성남시 분당구,경력,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46618372,현대자동차(주),현대자동차그룹,[선행기술원] 고성능/고출력밀도 구동 모터 제어 개발,['알고리즘C++Matlab'],None,경기 성남시 분당구,경력 5년↑,박사
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623634,아이낸스(주),None,증권 솔루션 클라이언트 신입 개발자 모집,"['백엔드', '서버개발솔루션']",None,서울 영등포구,신입 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623630,(주)넷커스터마이즈,None,SW(소프트웨어) 정규직 모집,"['S', 'WC#C++Unity']",None,대전 유성구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623626,(주)씨엠케이,None,쇼핑몰 감각과 센스 있는 웹디자이너 모집,['HTML온라인마케팅키워드광고웹디자인일러스트레이터 외'],None,서울 강서구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623620,(주)씨엠케이,None,쇼핑몰 센스 있는 웹디자이너 정규직,['HTML온라인마케팅키워드광고웹디자인일러스트레이터 외'],None,서울 강서구,경력무관 · 정규직,학력무관
