,년,월,제목,부제목,링크,작가,출판사,출판일,가격,리뷰,리뷰링크,별점,태그,book_id
41,2023,8,천 개의 파랑,,https://www.yes24.com//Product/Goods/91766653,['천선란'],허블,2020년 08월,"12,600원",224,https://www.yes24.com/Product/Goods/91766653?ReviewYn=Y,9.4,"['#최신작알림신청인기작가', '#2021젊은작가TOP5', '#2022젊은작가TOP5', '#청년의날추천도서', '#룸펜레터에소개된책']",91766653
42,2023,8,단 한 권으로 읽는 논어·역경,,https://www.yes24.com//Product/Goods/121812392,['김용옥'],통나무,2023년 08월,"22,500원",2,https://www.yes24.com/Product/Goods/121812392?ReviewYn=Y,10.0,"['#고전의재해석', '#논어를읽다']",121812392
43,2023,8,슈뻘맨의 숨은 과학 찾기 2,엉뚱 도전 속에 숨은 과학 상식,https://www.yes24.com//Product/Goods/122091765,['슈뻘맨'],미래엔아이세움,2023년 08월,"12,600원",5,https://www.yes24.com/Product/Goods/122091765?ReviewYn=Y,9.8,['#이달의굿즈'],122091765
44,2023,8,신의 역사,신의 탄생과 정신의 모험,https://www.yes24.com//Product/Goods/120760241,['카렌 암스트롱'],교양인,2023년 07월,"32,400원",2,https://www.yes24.com/Product/Goods/120760241?ReviewYn=Y,10.0,"['#벽돌책', '#불멸의고전', '#종교사']",120760241
45,2023,8,일본어 문법 무작정 따라하기,하나하나 이해하기 쉬운 일문법 No.1,https://www.yes24.com//Product/Goods/117117488,['후지이 아사리'],길벗이지톡,2023년 02월,"23,400원",12,https://www.yes24.com/Product/Goods/117117488?ReviewYn=Y,9.7,['#분철'],117117488
46,2023,8,나미야 잡화점의 기적,,https://www.yes24.com//Product/Goods/116586056,['히가시노 게이고'],현대문학,2022년 12월,"13,050원",18,https://www.yes24.com/Product/Goods/116586056?ReviewYn=Y,9.8,[],116586056
47,2023,8,"평생 저축밖에 몰랐던 66세 임 여사, 주식으로 돈 벌다",따라만 하면 복리로 불어나는 무적의 주식 통장,https://www.yes24.com//Product/Goods/119410692,['강환국'],페이지2,2023년 06월,"17,820원",33,https://www.yes24.com/Product/Goods/119410692?ReviewYn=Y,9.7,[],119410692
48,2023,8,최선을 다하면 죽는다,,https://www.yes24.com//Product/Goods/119311211,['황선우'],문학동네,2023년 06월,"13,500원",21,https://www.yes24.com/Product/Goods/119311211?ReviewYn=Y,9.3,[],119311211
49,2023,8,넛지: 파이널 에디션 ,복잡한 세상에서 똑똑한 선택을 이끄는 힘,https://www.yes24.com//Product/Goods/110157236,['리처드 탈러'],리더스북,2022년 06월,"19,800원",23,https://www.yes24.com/Product/Goods/110157236?ReviewYn=Y,9.3,"['#크레마클럽에있어요', '#노벨경제학상수상자', '#노벨경제학상', '#행동경제', '#행동경제학']",110157236
50,2023,8,오빠 생각,일제 강점기 동화집,https://www.yes24.com//Product/Goods/115834566,['강봉구'],작은숲,2022년 11월,"10,800원",6,https://www.yes24.com/Product/Goods/115834566?ReviewYn=Y,10.0,[],115834566
51,2023,8,2023 에듀윌 공기업 LH한국토지주택공사 NCS+전공 실전모의고사 5+2회,사무/토목/건축/전기/기계 전 직렬 전공 수록,https://www.yes24.com//Product/Goods/119124494,['에듀윌 취업연구소'],에듀윌,2023년 05월,"19,800원",0,None,0,[],119124494
52,2023,8,열세 살의 걷기 클럽,,https://www.yes24.com//Product/Goods/118619788,['김혜정'],사계절,2023년 04월,"10,800원",28,https://www.yes24.com/Product/Goods/118619788?ReviewYn=Y,9.8,"['#독서지도안', '#위로와응원', '#우정', '#성장동화', '#고학년동화']",118619788
53,2023,8,생기부 필독서 100,현직 고등학교 선생님들이 직접 고른,https://www.yes24.com//Product/Goods/117766549,['주경아'],센시오,2023년 03월,"19,800원",17,https://www.yes24.com/Product/Goods/117766549?ReviewYn=Y,9.6,"['#생기부필독서', '#학생부가이드북', '#고등', '#대학입시']",117766549
54,2023,8,해커스 토익 스타트 RC Reading (리딩),토익 초보를 위한 리딩 입문서 ,https://www.yes24.com//Product/Goods/85028097,['David Cho'],해커스어학연구소,2020년 02월,"13,410원",41,https://www.yes24.com/Product/Goods/85028097?ReviewYn=Y,9.7,"['#분철', '#토익_700점완성', '#너도나도보는토익기본서']",85028097
55,2023,8,팩트풀니스,우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유,https://www.yes24.com//Product/Goods/69724044,['한스 로슬링'],김영사,2019년 03월,"17,820원",266,https://www.yes24.com/Product/Goods/69724044?ReviewYn=Y,9.2,"['#월간개발자_추천도서', '#책읽아웃', '#빌게이츠추천', '#오바마추천']",69724044
56,2023,8,2023 박문각 공인중개사 정지웅 중개사법 기출지문특강 : 꼭! 반드시 다시 출제되는 지문,,https://www.yes24.com//Product/Goods/118692861,['정지웅'],박문각,2023년 04월,"11,700원",4,https://www.yes24.com/Product/Goods/118692861?ReviewYn=Y,10.0,[],118692861
57,2023,8,삼국지 경영학,,https://www.yes24.com//Product/Goods/2549029,['최우석'],을유문화사,2007년 05월,"10,800원",87,https://www.yes24.com/Product/Goods/2549029?ReviewYn=Y,8.7,[],2549029
58,2023,8,아주 위험한 과학책,엉뚱한 상상을 과학적 현실로 만드는 ‘랜들 먼로’ 유니버스 결정판,https://www.yes24.com//Product/Goods/118468472,['랜들 먼로'],시공사,2023년 04월,"20,700원",53,https://www.yes24.com/Product/Goods/118468472?ReviewYn=Y,9.9,"['#독창적사고', '#과학_물화생지', '#과학입문', '#교양과학', '#과학궁금증']",118468472
59,2023,8,기타리스트 정성하 베스트 커버 기타 악보집 Best Cover Songs Guitar Book  ,,https://www.yes24.com//Product/Goods/121822257,['정성하'],삼호ETM,2023년 08월,"22,500원",1,https://www.yes24.com/Product/Goods/121822257?ReviewYn=Y,7.0,[],121822257
60,2023,8,90일 만에 당신의 회사를 고수익 기업으로 바꿔라,감정 마케팅으로 고객을 사로잡는다,https://www.yes24.com//Product/Goods/121527288,['간다 마사노리'],경칩,2023년 08월,"15,750원",0,None,0,['#이달의굿즈'],121527288
61,2023,8,최강록의 요리 노트,요리가 즐거워지는 셰프의 기본 공식,https://www.yes24.com//Product/Goods/121507789,['최강록'],클,2023년 08월,"15,120원",8,https://www.yes24.com/Product/Goods/121507789?ReviewYn=Y,10.0,['#이달의굿즈'],121507789
62,2023,8,2023 에듀윌 공인중개사 1차 7일끝장 회차별 기출문제집,부동산학개론/민법 및 민사특별법,https://www.yes24.com//Product/Goods/119486815,['심정욱'],에듀윌,2023년 06월,"20,700원",20,https://www.yes24.com/Product/Goods/119486815?ReviewYn=Y,10.0,['#분철'],119486815
63,2023,8,타키 포오 코믹 어드벤처 1 ,,https://www.yes24.com//Product/Goods/118034491,['캐릭온TV'],대원씨아이(단행)(대원키즈),2023년 03월,"11,700원",28,https://www.yes24.com/Product/Goods/118034491?ReviewYn=Y,9.8,"['#애니메이션', '#유튜버']",118034491
64,2023,8,아메리칸 프로메테우스,로버트 오펜하이머 평전,https://www.yes24.com//Product/Goods/4076795,['카이 버드'],사이언스북스,2010년 07월,"40,500원",3,https://www.yes24.com/Product/Goods/4076795?ReviewYn=Y,9.7,"['#과학_물화생지', '#영화드라마원작']",4076795
65,2023,8,하얼빈,,https://www.yes24.com//Product/Goods/111085946,['김훈'],문학동네,2022년 08월,"14,400원",234,https://www.yes24.com/Product/Goods/111085946?ReviewYn=Y,9.4,"['#2023경남독서한마당선정도서', '#2022내맘대로올해의책', '#올해의책', '#문재인대통령이읽은책', '#역사를잊은민족에게미래는없다']",111085946
66,2023,8,방구석 미술관,가볍고 편하게 시작하는 유쾌한 교양 미술,https://www.yes24.com//Product/Goods/63038113,['조원재'],블랙피쉬,2018년 08월,"15,120원",377,https://www.yes24.com/Product/Goods/63038113?ReviewYn=Y,9.4,"['#크레마클럽에있어요', '#올해의책', '#방탄책방', '#집에서여행하기', '#북클러버의선택']",63038113
67,2023,8,에그박사 9,자연 생물 관찰 만화,https://www.yes24.com//Product/Goods/118066369,['에그박사'],미래엔아이세움,2023년 03월,"13,050원",60,https://www.yes24.com/Product/Goods/118066369?ReviewYn=Y,10.0,"['#유튜브셀러', '#도감', '#유튜버', '#학습만화', '#에그박사']",118066369
68,2023,8,AI 이후의 세계,"챗GPT는 시작일 뿐이다, 세계질서 대전환에 대비하라",https://www.yes24.com//Product/Goods/118505257,['헨리 A. 키신저'],윌북(willbook),2023년 05월,"17,820원",21,https://www.yes24.com/Product/Goods/118505257?ReviewYn=Y,9.3,"['#크레마클럽에있어요', '#미래사회', '#AI', '#챗GPT']",118505257
69,2023,8,"다정한 말, 단단한 말",고정욱 선생님이 들려주는,https://www.yes24.com//Product/Goods/114870683,['고정욱'],우리학교,2022년 10월,"13,950원",31,https://www.yes24.com/Product/Goods/114870683?ReviewYn=Y,9.8,"['#2023대구올해의책', '#독서지도안', '#다정한말들', '#말예쁘게하는사람이좋더라']",114870683
70,2023,8,노인과 바다,,https://www.yes24.com//Product/Goods/6157159,['어네스트 밀러 헤밍웨이'],민음사,2012년 01월,"7,200원",79,https://www.yes24.com/Product/Goods/6157159?ReviewYn=Y,9.1,"['#세계문학', '#책읽어주는나의서재', '#KBS2TV북유럽', '#20세기고전', '#아이돌셀러']",6157159
71,2023,8,ETS 토익 정기시험 기출문제집 1000 Vol.2 READING 리딩,,https://www.yes24.com//Product/Goods/84768485,['ETS'],YBM(와이비엠),2019년 12월,"16,020원",187,https://www.yes24.com/Product/Goods/84768485?ReviewYn=Y,9.6,"['#분철', '#토익만점기출로잡는다']",84768485
72,2023,8,경매 권리분석 이렇게 쉬웠어?,생초보도 할 수 있는 초간단 권리분석법 대공개!,https://www.yes24.com//Product/Goods/68724647,['박희철(파이팅팔콘)'],지혜로,2019년 01월,"16,200원",181,https://www.yes24.com/Product/Goods/68724647?ReviewYn=Y,9.6,"['#경매공부', '#부동산투자']",68724647
73,2023,8,ETS 토익 정기시험 기출문제집 1000 Vol.2 LISTENING 리스닝,,https://www.yes24.com//Product/Goods/84768464,['ETS'],YBM(와이비엠),2019년 12월,"16,020원",180,https://www.yes24.com/Product/Goods/84768464?ReviewYn=Y,9.4,"['#분철', '#토익만점기출로잡는다', '#기출이답이다']",84768464
74,2023,8,이지성의 1만 킬로미터,그들은 왜 목숨을 건 여정을 떠나는가?,https://www.yes24.com//Product/Goods/118413637,['이지성'],차이정원,2023년 04월,"16,200원",74,https://www.yes24.com/Product/Goods/118413637?ReviewYn=Y,9.8,"['#이달의굿즈', '#탈북']",118413637
75,2023,8,영어 질문 독서법 ,대치동 아이들은 이렇게 '영어'합니다 ,https://www.yes24.com//Product/Goods/120800193,['대치동 헤더샘'],더블북,2023년 08월,"15,750원",23,https://www.yes24.com/Product/Goods/120800193?ReviewYn=Y,10.0,"['#얼리리더', '#초중등영어본격시작', '#참쉬운엄마표영어', '#영어책읽기']",120800193
76,2023,8,계속 가보겠습니다,"내부 고발 검사, 10년의 기록과 다짐",https://www.yes24.com//Product/Goods/118106950,['임은정'],메디치미디어,2023년 03월,"18,000원",1,https://www.yes24.com/Product/Goods/118106950?ReviewYn=Y,10.0,[],118106950
77,2023,8,사실은 이것도 디자인입니다,일상 속 숨겨진 디자인의 비밀,https://www.yes24.com//Product/Goods/120235845,['김성연(우디)'],한빛미디어,2023년 07월,"17,100원",47,https://www.yes24.com/Product/Goods/120235845?ReviewYn=Y,9.8,"['#디지털프로덕트', '#프로덕트디자인', '#디자인교양', '#디자이너필독서', '#UX디자인']",120235845
78,2023,8,종의 기원,,https://www.yes24.com//Product/Goods/76185005,['찰스 로버트 다윈'],사이언스북스,2019년 07월,"19,800원",23,https://www.yes24.com/Product/Goods/76185005?ReviewYn=Y,9.1,"['#이달의굿즈', '#알쓸인잡', '#과학_물화생지']",76185005
79,2023,8,죽이고 싶은 아이,,https://www.yes24.com//Product/Goods/104108604,['이꽃님'],우리학교,2021년 10월,"12,600원",18,https://www.yes24.com/Product/Goods/104108604?ReviewYn=Y,9.7,['#2023대구올해의책'],104108604
80,2023,8,관계력,오롯이 혼자 설 수 있을 때 비로소 가질 수 있는 것,https://www.yes24.com//Product/Goods/120792518,['김단'],클레이하우스,2023년 07월,"15,300원",11,https://www.yes24.com/Product/Goods/120792518?ReviewYn=Y,9.9,[],120792518
81,2023,8,‘좋아요’는 어떻게 지구를 파괴하는가,"디지털 인프라를 둘러싼 국가, 기업, 환경문제 간의 지정학",https://www.yes24.com//Product/Goods/117865074,['기욤 피트롱'],갈라파고스,2023년 03월,"16,650원",11,https://www.yes24.com/Product/Goods/117865074?ReviewYn=Y,8.7,"['#기후위기', '#디지털대전환', '#지정학']",117865074
82,2023,8,데일리 필로소피,아침을 바꾸는 철학자의 질문 ,https://www.yes24.com//Product/Goods/105775371,['라이언 홀리데이'],다산초당,2021년 12월,"16,200원",59,https://www.yes24.com/Product/Goods/105775371?ReviewYn=Y,9.8,"['#크레마클럽에있어요', '#명문장', '#생활철학', '#철학자의인생론', '#재미있는철학']",105775371
83,2023,8,일본어 잘하고 싶을 땐 다락원 독학 첫걸음,,https://www.yes24.com//Product/Goods/69751615,['정의상'],다락원,2019년 03월,"13,500원",48,https://www.yes24.com/Product/Goods/69751615?ReviewYn=Y,9.8,['#분철'],69751615
84,2023,8,네 안에 잠든 거인을 깨워라 ,,https://www.yes24.com//Product/Goods/122105693,['토니 로빈스(앤서니 라빈스)'],넥서스BIZ,2023년 09월,"31,500원",18,https://www.yes24.com/Product/Goods/122105693?ReviewYn=Y,10.0,[],122105693
85,2023,8,나도 상처 받지 않고 친구도 상처 받지 않는 말하기 연습,,https://www.yes24.com//Product/Goods/117648733,['강승임'],위즈덤하우스,2023년 02월,"12,150원",45,https://www.yes24.com/Product/Goods/117648733?ReviewYn=Y,9.9,"['#대화의기술', '#인간관계에대하여', '#친구관계', '#슬기로운언어생활', '#학교생활이야기']",117648733
86,2023,8,"0원으로 시작해서 월 1,000만 원 버는 블로그",왕초보도 가능한 네이버 블로그 1억 수익화의 종결판!,https://www.yes24.com//Product/Goods/120227053,['이균재 (다퍼주는남자)'],위너스북,2023년 07월,"17,820원",17,https://www.yes24.com/Product/Goods/120227053?ReviewYn=Y,9.6,[],120227053
87,2023,8,여덟 단어,인생을 대하는 우리의 자세,https://www.yes24.com//Product/Goods/119410542,['박웅현'],인티N,2023년 06월,"15,300원",15,https://www.yes24.com/Product/Goods/119410542?ReviewYn=Y,9.9,"['#인생선배', '#슬기로운인생', '#독서처방전']",119410542
88,2023,8,월급쟁이 부자로 은퇴하라,10만 부 돌파 기념 증보판 ,https://www.yes24.com//Product/Goods/110050359,['너나위'],알에이치코리아(RHK),2022년 06월,"17,820원",42,https://www.yes24.com/Product/Goods/110050359?ReviewYn=Y,9.4,"['#크레마클럽에있어요', '#부동산투자', '#월급으로시작하는', '#월급독립', '#월급+a의삶']",110050359
89,2023,8,더 시스템 THE SYSTEM,거의 모든 일에 실패하던 자가 결국 큰 성공을 이루어낸 방법,https://www.yes24.com//Product/Goods/91159620,['스콧 애덤스'],베리북,2020년 07월,"14,400원",53,https://www.yes24.com/Product/Goods/91159620?ReviewYn=Y,9.2,"['#성공하고싶다면', '#유튜버가추천한책', '#시스템을혁신하라']",91159620
90,2023,8,여행의 이유,,https://www.yes24.com//Product/Goods/71923011,['김영하'],문학동네,2019년 04월,"12,150원",484,https://www.yes24.com/Product/Goods/71923011?ReviewYn=Y,9.1,"['#알쓸인잡', '#여행인문학', '#내맘대로올해의책', '#떠나고싶다면', '#북클러버의선택']",71923011
91,2023,8,싯다르타,,https://www.yes24.com//Product/Goods/257435,['헤르만 헤세'],민음사,2002년 01월,"7,200원",123,https://www.yes24.com/Product/Goods/257435?ReviewYn=Y,9.1,['#북클러버의선택'],257435
92,2023,8,밥 프록터 부의 원리,이 책은 돈에 관한 이야기가 아니다,https://www.yes24.com//Product/Goods/119001260,['밥 프록터'],윌북(willbook),2023년 06월,"16,920원",35,https://www.yes24.com/Product/Goods/119001260?ReviewYn=Y,9.7,[],119001260
93,2023,8,너의 하루가 시원하길 바라 (『너의 하루가 따숩길 바라』 썸머 에디션),마음의 얼룩을 깨끗이 씻어주는 ‘힐링곰 꽁달이’의 뽀송한 위로,https://www.yes24.com//Product/Goods/115830563,['고은지'],북라이프,2023년 06월,"14,400원",58,https://www.yes24.com/Product/Goods/115830563?ReviewYn=Y,9.8,"['#인스타툰', '#위로와응원', '#일상을위로하다', '#위로와공감']",115830563
94,2023,8,주술회전 21 일반판,도쿄 제2콜로니-호운- ,https://www.yes24.com//Product/Goods/116575509,['아쿠타미 게게'],서울미디어코믹스(서울문화사),2022년 12월,"5,400원",9,https://www.yes24.com/Product/Goods/116575509?ReviewYn=Y,9.8,[],116575509
95,2023,8,세상에서 가장 쉬운 본질육아 ,"삶의 근본을 보여주는 부모, 삶을 스스로 개척하는 아이",https://www.yes24.com//Product/Goods/113450177,['지나영'],21세기북스,2022년 09월,"16,920원",91,https://www.yes24.com/Product/Goods/113450177?ReviewYn=Y,9.8,"['#크레마클럽에있어요', '#올해의책', '#자녀교육', '#부모와아이가행복한육아', '#인문육아']",113450177
96,2023,8,명탐정의 제물,인민교회 살인사건,https://www.yes24.com//Product/Goods/120500139,['시라이 토모유키'],내친구의서재,2023년 07월,"16,920원",34,https://www.yes24.com/Product/Goods/120500139?ReviewYn=Y,9.5,"['#이달의굿즈', '#형사/탐정미스터리', '#나도명탐정!', '#등골서늘한추리스릴러', '#압도적서스펜스']",120500139
97,2023,8,노 휴먼스 랜드,,https://www.yes24.com//Product/Goods/120234991,['김정'],창비,2023년 07월,"13,500원",94,https://www.yes24.com/Product/Goods/120234991?ReviewYn=Y,9.6,"['#더울땐SF', '#강렬하다.', '#기후변화', '#SF땡길때', '#영어덜트소설']",120234991
98,2023,8,1분 요리 뚝딱이형,233만 구독자가 선택한 맛보장 레시피 베스트 100,https://www.yes24.com//Product/Goods/119650357,['뚝딱이형'],길벗,2023년 06월,"19,800원",45,https://www.yes24.com/Product/Goods/119650357?ReviewYn=Y,9.8,"['#요리초보', '#간편요리', '#자취요리', '#요리/음식']",119650357
99,2023,8,성정혜 영어 구문 엑스,위치 기반 문장 7공식,https://www.yes24.com//Product/Goods/121144403,['성정혜'],제이엔비인싸이트,2023년 08월,"20,700원",16,https://www.yes24.com/Product/Goods/121144403?ReviewYn=Y,9.8,['#분철'],121144403
100,2023,8,2023 NEW 김건호 헌법 최근 3개년 기출·예상 헌법판례-하반기,,https://www.yes24.com//Product/Goods/120214809,['김건호'],메가스터디교육(공무원),2023년 07월,"11,700원",10,https://www.yes24.com/Product/Goods/120214809?ReviewYn=Y,10.0,['#분철'],120214809
101,2023,8,일본전산 이야기,,https://www.yes24.com//Product/Goods/117934216,['김성호'],쌤앤파커스,2023년 03월,"14,400원",41,https://www.yes24.com/Product/Goods/117934216?ReviewYn=Y,9.6,[],117934216
102,2023,8,2023 이기적 컴퓨터활용능력 1급 필기 기본서,,https://www.yes24.com//Product/Goods/110832649,['홍태성'],영진닷컴,2022년 07월,"27,900원",17,https://www.yes24.com/Product/Goods/110832649?ReviewYn=Y,9.7,"['#분철', '#컴활']",110832649
103,2023,8,운명의 사람을 만나는 이야기 2,,https://www.yes24.com//Product/Goods/121549379,['아나신'],학산문화사,2023년 08월,"5,400원",11,https://www.yes24.com/Product/Goods/121549379?ReviewYn=Y,10.0,[],121549379
104,2023,8,똥 눌때 보는 신문 ,,https://www.yes24.com//Product/Goods/117029431,None,삼성출판사,2022년 12월,"14,310원",2,https://www.yes24.com/Product/Goods/117029431?ReviewYn=Y,10.0,[],117029431
105,2023,8,낭만 강아지 봉봉 4,부러진 이빨 사건,https://www.yes24.com//Product/Goods/119952325,['홍민정'],다산어린이,2023년 07월,"10,800원",23,https://www.yes24.com/Product/Goods/119952325?ReviewYn=Y,10.0,[],119952325
106,2023,8,그 책은,13일 동안 이어지는 책에 대한 책 이야기,https://www.yes24.com//Product/Goods/119734174,['요시타케 신스케'],김영사,2023년 06월,"15,120원",13,https://www.yes24.com/Product/Goods/119734174?ReviewYn=Y,8.9,[],119734174
107,2023,8,떨림과 울림,물리학자 김상욱이 바라본 우주와 세계 그리고 우리,https://www.yes24.com//Product/Goods/66322614,['김상욱'],동아시아,2018년 11월,"13,500원",98,https://www.yes24.com/Product/Goods/66322614?ReviewYn=Y,9.2,[],66322614
108,2023,8,오리 부리 이야기 ,,https://www.yes24.com//Product/Goods/108554437,['황선애'],비룡소,2022년 03월,"10,800원",33,https://www.yes24.com/Product/Goods/108554437?ReviewYn=Y,10.0,[],108554437
109,2023,8,악귀,김은희 대본집,https://www.yes24.com//Product/Goods/120836610,['김은희'],세계사,2023년 09월,"46,800원",0,None,0,[],120836610
110,2023,8,영어책 한 권 외워봤니?,딱 한 권만 넘으면 영어 울렁증이 사라진다,https://www.yes24.com//Product/Goods/35095534,['김민식'],위즈덤하우스,2017년 01월,"12,600원",214,https://www.yes24.com/Product/Goods/35095534?ReviewYn=Y,8.9,[],35095534
111,2023,8,거인 부벨라와 지렁이 친구,,https://www.yes24.com//Product/Goods/33105701,['지혜연'],주니어RHK,2016년 10월,"8,550원",3,https://www.yes24.com/Product/Goods/33105701?ReviewYn=Y,10.0,[],33105701
112,2023,8,세상에서 제일 재밌는 종이접기,색종이 한 장이면 장난감 뚝딱! ,https://www.yes24.com//Product/Goods/63592662,['이원표'],슬로래빗,2018년 08월,"12,600원",131,https://www.yes24.com/Product/Goods/63592662?ReviewYn=Y,9.6,[],63592662
113,2023,8,후한 선물,김양재 목사의 큐티강해 창세기 7,https://www.yes24.com//Product/Goods/121138743,['김양재'],큐티엠(QTM),2023년 07월,"15,300원",4,https://www.yes24.com/Product/Goods/121138743?ReviewYn=Y,9.6,[],121138743
114,2023,8,EEA : English for Everyday Activities 일상표현 낭독편 ,,https://www.yes24.com//Product/Goods/96378780,['Lawrence J. Zwier'],웅진컴퍼스,2020년 12월,"12,600원",46,https://www.yes24.com/Product/Goods/96378780?ReviewYn=Y,9.6,[],96378780
115,2023,8,있으려나 서점,,https://www.yes24.com//Product/Goods/62189929,['요시타케 신스케'],온다,2019년 06월,"11,520원",141,https://www.yes24.com/Product/Goods/62189929?ReviewYn=Y,9.5,[],62189929
116,2023,8,멋진 신세계,,https://www.yes24.com//Product/Goods/18360997,['올더스 헉슬리'],소담출판사,2015년 06월,"12,420원",227,https://www.yes24.com/Product/Goods/18360997?ReviewYn=Y,9.1,[],18360997
117,2023,8,꽂히는 글쓰기,세계적인 천재 마케터 '조 비테일'의,https://www.yes24.com//Product/Goods/118754387,['조 비테일'],나비의활주로,2023년 05월,"16,920원",45,https://www.yes24.com/Product/Goods/118754387?ReviewYn=Y,9.7,[],118754387
118,2023,8,나는 죽을 때까지 지적이고 싶다,,https://www.yes24.com//Product/Goods/119459107,['양원근'],정민미디어,2023년 06월,"15,120원",56,https://www.yes24.com/Product/Goods/119459107?ReviewYn=Y,9.8,[],119459107
119,2023,8,2023 하반기 해커스 GSAT 삼성직무적성검사 통합 기본서 최신기출유형+실전모의고사,,https://www.yes24.com//Product/Goods/120765606,['해커스 취업교육연구소'],해커스잡,2023년 08월,"21,600원",19,https://www.yes24.com/Product/Goods/120765606?ReviewYn=Y,10.0,[],120765606
0,2023,8,거장의 경매 수첩,37년 투자의 대가가 공개하는 금맥을 거머쥐는 부동산 경매 비기,https://www.yes24.com//Product/Goods/120179004,['심완보(태양바람)'],21세기북스,2023년 07월,"19,800원",31,https://www.yes24.com/Product/Goods/120179004?ReviewYn=Y,9.7,[],120179004
1,2023,8,도림맘의 초간단 아이간식,7개월 아이부터 시작하는 NO 첨가물 NO 방부제 건강한 간식 레시피,https://www.yes24.com//Product/Goods/121914536,['배은경'],책밥,2023년 08월,"18,900원",35,https://www.yes24.com/Product/Goods/121914536?ReviewYn=Y,10.0,"['#아이입맛저격', '#맘마먹자', '#간편이유식']",121914536
2,2023,8,86 에이티식스 10 ,FRAGMENT NEOTENY ,https://www.yes24.com//Product/Goods/120503130,['아사토 아사토'],영상출판미디어,2023년 08월,"6,750원",10,https://www.yes24.com/Product/Goods/120503130?ReviewYn=Y,10.0,[],120503130
3,2023,8,"오늘 밤, 세계에서 이 눈물이 사라진다 해도",,https://www.yes24.com//Product/Goods/110643312,['이치조 미사키'],모모,2022년 07월,"12,600원",101,https://www.yes24.com/Product/Goods/110643312?ReviewYn=Y,9.5,"['#인스타그책', '#슬픔을노래하다', '#사랑의아픔', '#봄날엔로맨스']",110643312
4,2023,8,훌훌,제12회 문학동네청소년문학상 대상 수상작,https://www.yes24.com//Product/Goods/106735400,['문경민'],문학동네,2022년 02월,"11,250원",70,https://www.yes24.com/Product/Goods/106735400?ReviewYn=Y,9.5,"['#2023아침독서추천도서', '#우정', '#십대', '#가족에대하여', '#성장소설']",106735400
5,2023,8,수레바퀴 아래서 : 오리지널 초판본 표지디자인,,https://www.yes24.com//Product/Goods/34705576,['헤르만 헤세'],코너스톤(도서),2017년 01월,"2,970원",10,https://www.yes24.com/Product/Goods/34705576?ReviewYn=Y,9.8,"['#배송비채우기', '#이가격실화?']",34705576
6,2023,8,슈독,나이키 창업자 필 나이트 자서전,https://www.yes24.com//Product/Goods/32526726,['필 나이트'],사회평론,2016년 09월,"19,800원",65,https://www.yes24.com/Product/Goods/32526726?ReviewYn=Y,9.3,['#역주행베스트셀러'],32526726
7,2023,8,맑은 날이 아니어서 오히려 좋아,10년 차 승무원의 여행 이야기,https://www.yes24.com//Product/Goods/120531092,['김현지'],BOOKERS(북커스),2023년 08월,"15,300원",13,https://www.yes24.com/Product/Goods/120531092?ReviewYn=Y,9.5,"['#여행의기억', '#여행을그리다']",120531092
8,2023,8,어떻게 말해줘야 할까,오은영의 현실밀착 육아회화,https://www.yes24.com//Product/Goods/93522583,['오은영'],김영사,2020년 10월,"15,750원",265,https://www.yes24.com/Product/Goods/93522583?ReviewYn=Y,9.8,"['#내맘대로올해의책', '#올해의책', '#일생의기술', '#대화가필요해', '#자녀와의대화']",93522583
9,2023,8,지리의 힘,"지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가",https://www.yes24.com//Product/Goods/30217950,['팀 마샬'],사이,2016년 08월,"18,000원",186,https://www.yes24.com/Product/Goods/30217950?ReviewYn=Y,8.8,"['#인문위클리레터에소개된책', '#ㅁㅁ로본세계사', '#이책이나를출판사도살렸다', '#세상을읽는눈', '#EBS북카페']",30217950
10,2023,8,마지막 몰입 : 나를 넘어서는 힘,내 안의 잠재력을 200% 끌어올리는 마인드셋,https://www.yes24.com//Product/Goods/97522081,['짐 퀵'],비즈니스북스,2021년 02월,"15,120원",123,https://www.yes24.com/Product/Goods/97522081?ReviewYn=Y,9.5,"['#나도몰랐던나를찾아', '#성공하고싶다면']",97522081
11,2023,8,어린이 훈민정음 1-2,,https://www.yes24.com//Product/Goods/45008204,['성정일'],시서례,2017년 08월,"7,200원",32,https://www.yes24.com/Product/Goods/45008204?ReviewYn=Y,9.0,[],45008204
12,2023,8,작별의 건너편,,https://www.yes24.com//Product/Goods/119268021,['시미즈 하루키'],모모,2023년 05월,"13,950원",68,https://www.yes24.com/Product/Goods/119268021?ReviewYn=Y,10.0,[],119268021
13,2023,8,"안 하던 짓 해봐, 지금부터",미루지 말고 귀찮아하지 말고,https://www.yes24.com//Product/Goods/120241292,['헤이든 원'],터닝페이지,2023년 07월,"16,020원",12,https://www.yes24.com/Product/Goods/120241292?ReviewYn=Y,9.4,[],120241292
14,2023,8,ETS 토익 단기공략 850+ (LC+RC),,https://www.yes24.com//Product/Goods/110329834,['ETS'],YBM(와이비엠),2022년 06월,"17,550원",22,https://www.yes24.com/Product/Goods/110329834?ReviewYn=Y,9.7,['#분철'],110329834
